ASIN,Product Name,Brand,Category,Est. Monthly Revenue,Est. Monthly Sales,Price,Fees,Net,Rank,Reviews,LQS,Sellers,Date First Available,Buy Box Owner,Rating,Dimensions,Product Tier,Weight
"B0BBXNN4K1","ALL-IN-ONE Paint  Mediterranean (Blue Teal)  128 Fl Oz Gallon. Durable cabinet and furniture paint. Built in primer and top coat  no sanding needed.","Heirloom Traditions Paint","Tools & Home Improvement","$723,096.00","7,304","$99.00","$23.68","$75.32","331,966","1","6","2","08/24/2022","Amazon","5","7.00"" x 7.00"" x 8.00""","Large standard-size","12 lbs"
"B0BC2G1NGX","ALL-IN-ONE Paint  Oxford (Neutral Gray)  128 Fl Oz Gallon. Durable cabinet and furniture paint. Built in primer and top coat  no sanding needed.","Heirloom Traditions Paint","Tools & Home Improvement","$742,500.00","7,500","$99.00","$23.38","$75.62","179,782","2","5","2","08/25/2022","Amazon","5","7.00"" x 7.00"" x 8.00""","Large standard-size","10.5 lbs"
"B0BC2FDJJ1","ALL-IN-ONE Paint  Oxford (Neutral Gray)  32 Fl Oz Quart. Durable cabinet and furniture paint. Built in primer and top coat  no sanding needed.","Heirloom Traditions Paint","Tools & Home Improvement","$266,937.83","7,417","$35.99","$11.19","$24.80","79,563","14","5","2","08/25/2022","Amazon","3.9","4.25"" x 4.25"" x 4.75""","Large standard-size","2.44 lbs"
"B0BCX4V33W","ALL-IN-ONE Paint  Oyster (Taupe)  128 Fl Oz Quart. Durable cabinet and furniture paint. Built in primer and top coat  no sanding needed.","Heirloom Traditions Paint","Tools & Home Improvement","$738,639.00","7,461","$99.00","$23.38","$75.62","612,453","2","5","2","09/01/2022","Amazon","2.9","7.00"" x 7.00"" x 8.00""","Large standard-size","10.5 lbs"
"B0BBWMPBRV","ALL-IN-ONE Paint  Polo (Dark Navy)  128 Fl Oz Gallon. Durable cabinet and furniture paint. Built in primer and top coat  no sanding needed.","Heirloom Traditions Paint","Tools & Home Improvement","$738,441.00","7,459","$99.00","$23.38","$75.62","270,953","6","5","2","08/24/2022","Amazon","4","7.00"" x 7.00"" x 8.00""","Large standard-size","10.23 lbs"
"B0BC2GK49W","ALL-IN-ONE Paint  Putty (Light Taupe)  128 Fl Oz Gallon. Durable cabinet and furniture paint. Built in primer and top coat  no sanding needed.","Heirloom Traditions Paint","Tools & Home Improvement","$736,857.00","7,443","$99.00","$23.68","$75.32","293,310","2","5","2","08/25/2022","Amazon","2.9","7.00"" x 7.00"" x 8.00""","Large standard-size","11.6 lbs"
"B0BC2FBFD7","ALL-IN-ONE Paint  Putty (Light Taupe)  32 Fl Oz Quart. Durable cabinet and furniture paint. Built in primer and top coat  no sanding needed.","Heirloom Traditions Paint","Tools & Home Improvement","$257,976.32","7,168","$35.99","$11.19","$24.80","59,926","17","5","2","08/25/2022","Amazon","3.9","4.25"" x 4.25"" x 4.75""","Large standard-size","2.8 lbs"
"B0BS4BYXLX","ALL-IN-ONE Paint  Saddle (Caramel Brown)  32 Fl Oz Quart. Durable cabinet and furniture paint. Built in primer and top coat  no sanding needed.","Heirloom Traditions Paint","Tools & Home Improvement","$291,375.04","8,096","$35.99","$11.19","$24.80","287,735","4","5","2","01/10/2023","Amazon","5","4.25"" x 4.25"" x 4.75""","Large standard-size","2.6 lbs"
"B0BC2HLQCF","ALL-IN-ONE Paint  Saltwater (Pale Green)  32 Fl Oz Quart. Durable cabinet and furniture paint. Built in primer and top coat  no sanding needed.","Heirloom Traditions Paint","Tools & Home Improvement","$278,922.50","7,750","$35.99","$11.19","$24.80","183,745","10","5","2","08/25/2022","Amazon","4.3","4.25"" x 4.25"" x 4.75""","Large standard-size","2.8 lbs"
"B0BCX5ZBML","ALL-IN-ONE Paint  Spruce (Gray Green)  128 Fl Oz Gallon. Durable cabinet and furniture paint. Built in primer and top coat  no sanding needed.","Heirloom Traditions Paint","Tools & Home Improvement","$706,266.00","7,134","$99.00","$23.68","$75.32","573,663","2","6","2","09/01/2022","Amazon Warehouse","5","7.00"" x 7.00"" x 8.00""","Large standard-size","12 lbs"
"B0BCX5S6N9","ALL-IN-ONE Paint  Spruce (Gray Green)  32 Fl Oz Quart. Durable cabinet and furniture paint. Built in primer and top coat  no sanding needed.","Heirloom Traditions Paint","Tools & Home Improvement","$241,780.82","6,718","$35.99","$11.19","$24.80","64,723","22","5","2","09/01/2022","Amazon","4.4","4.25"" x 4.25"" x 4.75""","Large standard-size","2.7 lbs"
"B0BBX9SGGS","ALL-IN-ONE Paint  Stonehenge (Mid-tone Greige)  128 Fl Oz Gallon. Durable cabinet and furniture paint. Built in primer and top coat  no sanding needed.","Heirloom Traditions Paint","Tools & Home Improvement","$773,586.00","7,814","$99.00","$23.38","$75.62","267,653","1","5","2","08/24/2022","Heirloom Traditions Paint","5","7.00"" x 7.00"" x 8.00""","Large standard-size","10.82 lbs"
