ASIN,Product Name,Brand,Category,Est. Monthly Revenue,Est. Monthly Sales,Price,Fees,Net,Rank,Reviews,LQS,Sellers,Date First Available,Buy Box Owner,Rating,Dimensions,Product Tier,Weight
"B098RGGFWH","adidas Men's Fluidflow 2.0 Running Shoe  White/Grey/Grey  12","adidas","Clothing, Shoes & Jewelry","$99,830.64","1,274","$78.36","$19.08","$59.28","551,599","13","5","3","12/02/2021","Queen City Candy Cave","4.6","15.20"" x 10.87"" x 5.28""","Large standard-size","2.03 lbs"
"B08NXB4TJL","adidas Men's Game and Go Pullover Hoodie","adidas","Sports & Outdoors","$54,530.00","1,435","$40.05","$12.96","$27.09","104,143","15.5","5","13","08/21/2018","Orva Stores","4.6","2.95"" x 9.72"" x 10.94""","Large standard-size","0.7893 lbs"
"B0CLJGK4DZ","adidas Men's Go-to 5-Pocket Tapered Fit Golf Pants","adidas","Clothing, Shoes & Jewelry","$41,587.20","768","$55.61","$14.35","$41.26","28,885","1","4","8","07/17/2023","Voadera","5","12.00"" x 8.00"" x 0.50""","Large standard-size","1.4 lbs"
"B0CRP3YPF4","adidas Men's Grand Court Base Tennis Shoe","adidas","Clothing, Shoes & Jewelry","$93,755.64","1,174","$79.86","$17.77","$62.09","557,260","31","5","5","05/08/2023","Voadera","4.2","8.00"" x 4.00"" x 7.00""","Large standard-size","3 lbs"
"B091M85HS1","adidas Men's Hoops 3.0 Mid Basketball Shoes  White/Team Royal Blue/Gum  12","adidas","Clothing, Shoes & Jewelry","$189,742.89","2,711","$69.99","$17.23","$52.76","1,604,737","10","6","1","11/30/2021","Eight Two Zed Llc","4.6","14.25"" x 9.72"" x 4.88""","Large standard-size","2.67 lbs"
"B0C548XKH9","adidas Men's HVC Wrestling Shoes  Black/Charcoal/Hot Pink  6.5","adidas","Sports & Outdoors","$47,841.75","825","$57.99","$14.49","$43.50","222,749","2","3","4","05/11/2023","Amazon","5","11.46"" x 7.68"" x 4.21""","Large standard-size","1.01 lbs"
"B08X2B895Z","adidas Men's HVC Wrestling Shoes  Grey/White/Red  11.5","adidas","Sports & Outdoors","$44,509.50","810","$54.95","$14.97","$39.98","416,859","32","3","9","02/18/2021","Amazon Warehouse","4.3","12.99"" x 9.09"" x 4.92""","Large standard-size","1.26 lbs"
"B08X1TM94V","adidas Men's HVC Wrestling Shoes  Grey/White/Red  7.5","adidas","Sports & Outdoors","$41,089.20","776","$52.95","$12.46","$40.49","222,588","33","3","20","02/18/2021","Gear2Compete","4.1","12.28"" x 8.50"" x 4.80""","Large standard-size","15.84 lbs"
"B07ZGTL9WG","adidas Men's Mat Hog 2.0 Wrestling Shoe","adidas","Sports & Outdoors","$107,206.90","1,262","$92.47","$20.07","$72.40","7,066","1.5","3","1","02/13/2019","Gear2Compete","3.8","6.18"" x 9.92"" x 14.29""","Large standard-size","1.5873 lbs"
"B07ZGVFFLV","adidas Men's Mat Wizard 4 Wrestling Shoe","adidas","Sports & Outdoors","$69,149.25","1,095","$76.57","$15.90","$60.67","8,760","2.5","4","2","05/17/2018","Great Call Athletics","4.85","4.37"" x 8.94"" x 11.69""","Large standard-size","1.3095 lbs"
"B0C6B15FRB","Adidas Men's NMD_R1 Sneaker (Green/White/Gum Brown  10)","adidas","Clothing, Shoes & Jewelry","$260,947.80","1,740","$149.97","$29.23","$120.74","14,430","1","3","1","05/24/2023","Amazon","5","14.25"" x 9.50"" x 5.00""","Large standard-size","2.05 lbs"
"B0BNZ7VVR8","adidas Men's Standard Ultimate365 8.5-inch Golf Short","adidas","Clothing, Shoes & Jewelry","$29,706.56","772","$34.08","$12.35","$21.73","24,518","12.75","5","10","12/03/2022","ThriftyTech","4.8","12.00"" x 8.00"" x 0.50""","Large standard-size","1.4 lbs"
"B0B7RHJRMH","adidas Men's Terrex Soulstrides Sneaker","adidas","Clothing, Shoes & Jewelry","$68,260.78","989","$69.02","$16.14","$52.88","395,568","37","5","3","04/27/2021","Time for Deals","4.2","12.00"" x 6.00"" x 5.00""","Large standard-size","2.4 lbs"
"B087Q497B9","adidas Men's Tiro 21 Track Jacket","adidas","Clothing, Shoes & Jewelry","$64,343.91","1,609","$55.92","$14.68","$41.24","12,109","32.666666666666664","5","2","08/21/2018","Orva Stores","4.533333333333333","14.63"" x 10.75"" x 6.00""","Large standard-size","2.45 lbs"
"B096HBLFX9","adidas Men's Tour360 22 Golf Shoes  Core Black/Core Black/Red  10","adidas Originals","Clothing, Shoes & Jewelry","$73,740.00","750","$98.32","$20.54","$77.78","884,780","18","5","9","06/01/2021","AZDSTORE","4.8","8.00"" x 4.00"" x 7.00""","Large standard-size","2.78 lbs"
"B09YWJY1WQ","adidas Men's Tour360 22 Golf Shoes  Ftwr White/Lucid Blue/Silver Met.  12","adidas Golf","Clothing, Shoes & Jewelry","$82,822.47","753","$109.99","$23.83","$86.16","901,205","2","5","4","04/26/2022","Trader Golf","4.5","15.43"" x 11.06"" x 5.24""","Large standard-size","3 lbs"
"B09DFJ68J4","adidas Mens 3 Stripe Shorts with Zipper Pockets (Legend Ink/White  Large)","adidas","Clothing, Shoes & Jewelry","$34,640.10","990","$34.99","$10.35","$24.64","38,325","9","5","3","08/22/2021","GCSS Prime LLC","4.8","1.89"" x 11.18"" x 15.12""","Large standard-size","0.5093 lbs"
"B07PXCRP4J","adidas Mens Activewear Fitness Hoodie Navy S","adidas","Clothing, Shoes & Jewelry","$41,151.60","840","$48.99","$14.83","$34.16","31,167","8","4","2","08/15/2019","Showcase Sales","5","2.95"" x 10.16"" x 13.39""","Large standard-size","1.0141 lbs"
"B0CTKQGDJB","adidas mens Essentials Fleece 3-stripes Full-zip Hoodie","adidas","Clothing, Shoes & Jewelry","$50,700.00","1,040","$48.75","$16.17","$32.58","1,586,257","16","5","1","01/29/2024","Zappos","4.5","14.63"" x 10.75"" x 6.00""","Large standard-size","2.45 lbs"
"B08HSNJYZK","adidas mens NMD_R1 Shoes  Cblack/Cwhite  9.5","adidas","Clothing, Shoes & Jewelry","$128,293.00","1,070","$119.90","$23.78","$96.13","14,094,861","1","4","1","09/17/2020","Amazon","5","11.00"" x 4.00"" x 7.00""","Large standard-size","3 lbs"
"B08FN9KBQK","adidas mens Ultimate Badge of Sport Tee","adidas","Clothing, Shoes & Jewelry","$19,096.50","870","$21.95","$3.73","$18.22","19,308","2","2","1","08/07/2018","Tops And Bottoms USA","4","0.50"" x 6.00"" x 9.10""","Standard (Small)","0.1499 lbs"
"B0CNBRZZGP","adidas Nite Jogger","adidas","Clothing, Shoes & Jewelry","$73,941.30","870","$84.99","$19.18","$65.81","N.A.","21","2","1","09/21/2020","Amazon","3.9","9.50"" x 6.00"" x 4.00""","Large standard-size","4 lbs"
"B09TRTG1QF","adidas NMD R1 Mens Shoes Size 10  Color: Black/White/Black","adidas","Clothing, Shoes & Jewelry","$170,436.30","1,137","$149.90","$28.28","$121.63","1,978,997","6","5","1","03/01/2022","Amazon","4.8","8.00"" x 4.00"" x 7.00""","Large standard-size","3 lbs"
"B084FKKJHN","adidas NMD_R1 Mens Shoes Size 8  Color: Grey/White","adidas","Clothing, Shoes & Jewelry","$161,584.50","1,155","$139.90","$26.78","$113.13","9,468,088","1","5","1","01/24/2020","SF0 Athletics","5","8.00"" x 4.00"" x 7.00""","Large standard-size","3 lbs"
"B09NGYM474","adidas NMD_R1 PRIMEBLUE US Men Size 13 Black","adidas","Clothing, Shoes & Jewelry","$122,275.52","1,112","$109.96","$22.28","$87.68","1,747,560","1","4","2","07/07/2021","SF0 Athletics","5","8.00"" x 4.00"" x 7.00""","Large standard-size","3 lbs"
"B09F4YZXL8","adidas NMD_R1 Shoes Men's  Black  Size 10","adidas","Clothing, Shoes & Jewelry","$119,274.40","1,180","$101.08","$20.95","$80.13","2,040,262","1","5","6","08/19/2022","The Luxury Outlet","4","8.00"" x 4.00"" x 7.00""","Large standard-size","2.45 lbs"
"B09F55N85D","adidas NMD_R1 Shoes Men's  Black  Size 9.5","adidas","Clothing, Shoes & Jewelry","$116,338.32","1,126","$103.32","$22.53","$80.79","5,049,689","1","5","5","07/05/2022","The Luxury Outlet","5","14.48"" x 9.88"" x 4.88""","Large standard-size","2.45 lbs"
"B09F57D5DP","adidas NMD_R1 Shoes Men's  White  Size 10","adidas","Clothing, Shoes & Jewelry","$71,314.11","1,099","$64.89","$16.46","$48.43","1,330,556","2","5","8","08/13/2022","Falcon Footwear","5","13.10"" x 9.00"" x 4.80""","Large standard-size","2.45 lbs"
"B09BZ3HHZR","adidas Originals Essentials Tee Ambient Sky MD","adidas Originals","Clothing, Shoes & Jewelry","$31,184.40","780","$39.98","$10.57","$29.41","33,951","1","3","3","08/04/2021","Amazon","5","11.45"" x 7.80"" x 3.05""","Large standard-size","6.38 lbs"
"B01HQL7URG","adidas Originals Kids Gazelle Black/White/Gold 13 Little Kid M","adidas","Clothing, Shoes & Jewelry","$53,667.00","900","$59.63","$12.48","$47.15","5,255,837","6","5","1","12/15/2016","Amazon","5","9.40"" x 6.60"" x 4.10""","Large standard-size","5.4 lbs"
"B0B31C9B2K","adidas Originals Men's NMD_r1 Sneaker","adidas Originals","Clothing, Shoes & Jewelry","$129,086.92","1,019","$126.68","$26.03","$100.65","2,304,039","10","5","3","06/01/2022","Voadera","4.8","14.88"" x 9.76"" x 4.80""","Large standard-size","2.03 lbs"
"B08MJTHZPX","adidas Originals Men's NMD_R1 Sneaker  Black/White/Grey  11","adidas","Clothing, Shoes & Jewelry","$62,964.90","774","$81.35","$18.93","$62.42","390,906","38","6","16","05/31/2021","Voadera","4.8","14.29"" x 9.90"" x 4.88""","Large standard-size","2.45 lbs"
"B08JH6LPHP","adidas Originals Men's NMD_R1 Sneaker  White/White  6","adidas","Clothing, Shoes & Jewelry","$120,257.28","1,144","$105.12","$22.20","$82.92","10,698","4","5","1","05/31/2021","Voadera","3.6","12.32"" x 8.46"" x 4.88""","Large standard-size","2.45 lbs"
"B09F56TPBH","adidas Originals Men's Ozelia Sneaker  Savannah/Savannah/Savannah  8.5","adidas Originals","Clothing, Shoes & Jewelry","$60,429.60","1,008","$59.95","$15.72","$44.23","1,417,282","12","6","8","04/14/2022","Amazon Warehouse","4.1","13.23"" x 9.17"" x 5.16""","Large standard-size","2.45 lbs"
"B093T1B189","adidas Originals Men's Retropy E5 Sneaker  Solid Grey/White/Black  13","adidas Originals","Clothing, Shoes & Jewelry","$47,226.40","760","$62.14","$15.11","$47.03","899,180","2","6","5","07/22/2021","BKBuys","5","8.00"" x 4.00"" x 7.00""","Large standard-size","2.45 lbs"
"B07LBNLLJ4","adidas Originals Men's Samba OG Sneaker Black/White/Gum 13.5","adidas","Clothing, Shoes & Jewelry","$645,900.00","6,459","$100.00","$21.73","$78.27","3,989,301","13","6","1","11/30/2019","Zappos","4.7","13.70"" x 9.00"" x 4.90""","Large standard-size","2.01 lbs"
"B087D9MJJZ","adidas Originals Men's Stan Smith (End Plastic Waste) Sneaker  White/White/Black  5","adidas","Clothing, Shoes & Jewelry","$177,703.20","2,736","$64.95","$13.51","$51.44","1,975,759","5","6","20","04/20/2020","Amazon","3.4","10.91"" x 6.73"" x 4.09""","Large standard-size","10.2 lbs"
"B087DRWH62","adidas Originals Men's Stan Smith (End Plastic Waste) Sneaker  White/White/Black  6","adidas","Clothing, Shoes & Jewelry","$153,861.03","2,799","$54.97","$14.04","$40.93","1,561,226","6","6","18","04/20/2020","supawyx","4.5","11.42"" x 7.72"" x 4.29""","Large standard-size","1.59 lbs"
"B087D983N1","adidas Originals Men's Stan Smith (End Plastic Waste) Sneaker  White/White/Black  7.5","adidas","Clothing, Shoes & Jewelry","$144,143.30","2,558","$56.35","$14.88","$41.47","985,883","22","6","20","04/20/2020","supawyx","4.4","13.11"" x 7.60"" x 4.65""","Large standard-size","2.01 lbs"
"B0C6B82P88","adidas Originals Men's Stan Smith Low Shoes  Casual Sneakers  Footwear White/Mint Rush/Pulse Mint  9","adidas Originals","Clothing, Shoes & Jewelry","$100,112.76","1,431","$69.96","$16.92","$53.04","2,854,050","1","6","3","03/30/2023","Amazon","3","13.30"" x 7.52"" x 4.41""","Large standard-size","1.9 lbs"
"B08THDRPH3","adidas Originals Men's Stan Smith Sneaker  White/Green  10","adidas Originals","Clothing, Shoes & Jewelry","$130,680.00","1,320","$99.00","$21.58","$77.42","1,034,792","31","6","3","07/19/2021","Drone Speed","4.5","13.27"" x 9.06"" x 4.88""","Large standard-size","2.45 lbs"
"B09X7KSL2D","adidas Originals Men's Stan Smith Sneaker  White/Off White/Preloved Red  12","adidas Originals","Clothing, Shoes & Jewelry","$75,336.42","1,374","$54.83","$14.65","$40.18","993,066","1","5","1","10/25/2022","Orva Stores","2","12.95"" x 8.03"" x 4.84""","Large standard-size","2.45 lbs"
"B0BHPSL5FX","adidas Originals Men's Superstar Sneaker  Black/White/Black  11.5","adidas","Clothing, Shoes & Jewelry","$354,295.68","3,408","$103.96","$22.32","$81.64","449,510","8","5","6","10/07/2022","LY Berditchev Co.","3.7","13.15"" x 9.02"" x 4.88""","Large standard-size","2.27 lbs"
"B08CXPH214","adidas Originals mens NMD_R1 Cream White/Cream White/Screaming Orange 8.5","adidas","Clothing, Shoes & Jewelry","$124,704.00","960","$129.90","$23.26","$106.65","27,886","1","6","1","07/13/2020","Amazon","1","12.60"" x 8.46"" x 4.88""","Large standard-size","9.6 lbs"
"B082QKY23C","adidas Originals mens Stan Smith Sneaker  Black/Black/White  3.5 US","adidas Originals","Clothing, Shoes & Jewelry","$59,881.69","1,331","$44.99","$12.54","$32.45","4,343,050","2","6","4","12/12/2019","Select Pro Sales","2.9","11.73"" x 6.69"" x 3.98""","Large standard-size","1.83 lbs"
"B0BNYQW693","adidas Originals NMD-R1 Clear Pink/Clear Pink/White 7 B (M)","adidas","Clothing, Shoes & Jewelry","$267,825.65","2,435","$109.99","$22.29","$87.70","1,425,306","3","5","5","12/03/2022","LS Outfitters","5","8.00"" x 4.00"" x 7.00""","Large standard-size","3 lbs"
"B0B31DT9ZF","adidas Originals NMD-R1 Collegiate Gold/Impact Yellow/Black 10 D (M)","adidas Originals","Clothing, Shoes & Jewelry","$106,192.60","1,115","$95.24","$20.08","$75.16","2,375,013","7","5","5","06/01/2022","La Verx","4.4","8.00"" x 4.00"" x 7.00""","Large standard-size","2.01 lbs"
"B0B319XGBN","adidas Originals NMD-R1 Collegiate Gold/Impact Yellow/Black 11 D (M)","adidas","Clothing, Shoes & Jewelry","$145,394.00","1,046","$139.00","$27.88","$111.12","1,851,898","7","5","3","06/01/2022","OGfashion","3.7","14.61"" x 10.00"" x 5.04""","Large standard-size","2.05 lbs"
"B0B31D3WYX","adidas Originals NMD-R1 Collegiate Gold/Impact Yellow/Black 12 D (M)","adidas","Clothing, Shoes & Jewelry","$119,570.00","1,087","$110.00","$23.83","$86.17","2,975,862","4","5","3","06/01/2022","Hillard Sports Store","4.6","15.55"" x 10.91"" x 5.28""","Large standard-size","2.18 lbs"
"B0B3173TLR","adidas Originals NMD-R1 Collegiate Gold/Impact Yellow/Black 8 D (M)","adidas","Clothing, Shoes & Jewelry","$108,680.07","1,077","$100.91","$21.87","$79.04","3,709,095","3","5","2","06/01/2022","BKKNG","5","13.43"" x 9.06"" x 4.88""","Large standard-size","1.76 lbs"
"B0B31CS7B5","adidas Originals NMD-R1 Collegiate Gold/Impact Yellow/Black 8.5 D (M)","adidas","Clothing, Shoes & Jewelry","$114,856.56","1,092","$105.18","$22.51","$82.67","2,615,384","3","4","1","06/01/2022","Amazon","5","13.30"" x 9.13"" x 4.88""","Large standard-size","1.81 lbs"
"B0BB6YQF4Q","adidas Originals NMD-R1 Men’s Sneakers – Lace-up Closure – Padded Tongue and Collar – Textile Upper Mineral Green/Mineral Green/White 9.5 D - Medium","adidas","Clothing, Shoes & Jewelry","$131,592.05","1,315","$100.07","$21.74","$78.33","988,012","2","6","7","08/18/2022","Joei Corp USA","5","14.33"" x 9.80"" x 4.88""","Large standard-size","2.03 lbs"
"B07SCKN9FT","adidas Originals Superstar Sneaker  White/White/Core White  6.5 US Unisex Big Kid","adidas Originals","Clothing, Shoes & Jewelry","$277,622.17","5,257","$52.81","$11.69","$41.12","766,262","26","5","6","05/23/2019","Buy More Give More","3.9","11.00"" x 4.00"" x 7.00""","Large standard-size","12 lbs"
"B07L5NFTLQ","adidas Originals unisex child X_plr Sneaker  Brown/Simple Brown  3 Little Kid US","adidas","Clothing, Shoes & Jewelry","$46,417.60","866","$53.60","$11.81","$41.79","2,396,404","2","6","6","08/31/2021","Sportzstuff","5","11.18"" x 7.40"" x 4.41""","Large standard-size","8.6 lbs"
"B07ZDV3NRK","adidas Originals unisex-child NMD_R1 Sneaker  Black/Black/White  13.5 Little Kid","adidas Originals","Clothing, Shoes & Jewelry","$115,104.00","960","$119.90","$21.76","$98.15","27,886","5","6","1","10/20/2019","Amazon.com","3.5","11.00"" x 4.00"" x 7.00""","Large standard-size","7.2 lbs"
"B08Y7F9RRQ","adidas Originals Unisex-Child Swift Run X Sneaker","adidas Originals","Clothing, Shoes & Jewelry","$59,400.00","1,080","$60.00","$8.25","$51.75","59,135","5","5","1","03/05/2021","Zappos","5","1.00"" x 1.00"" x 1.00""","Standard (Large)","1.1707 lbs"
"B0BBMM22SJ","adidas Originals Women's Adilette Lite Slide Sandal  Hazy Green/Footwear White/Footwear White  6","adidas Originals","Clothing, Shoes & Jewelry","$125,135.04","3,433","$36.45","$9.23","$27.22","N.A.","22.5","5","4","07/13/2020","Amazon","4.4","12.50cm x 13.80cm x 29.70cm","Large standard-size","9.6 lbs"
"B088WMHMJF","adidas Originals Women's Adilette Lite Slide Sandal  Hazy Rose/Footwear White/Hazy Rose  5","adidas Originals","Clothing, Shoes & Jewelry","$64,520.00","1,613","$40.00","$10.52","$29.48","2,327,298","11","6","3","07/13/2020","SF0 Athletics","3.8","11.00"" x 4.00"" x 7.00""","Large standard-size","12.8 lbs"
"B087CF7XRX","adidas Originals Women's NMD_R1 Sneaker  Black/Black/Gold Metallic  8","adidas Originals","Clothing, Shoes & Jewelry","$259,463.60","2,164","$119.90","$21.76","$98.15","2,526,944","19","4","1","04/20/2020","Amazon","4.2","12.40cm x 21.41cm x 31.39cm","Large standard-size","11.2 lbs"
"B09891HVTZ","adidas Originals Women's NMD_R1 Sneaker  White/Green/Real Magenta  10","adidas Originals","Clothing, Shoes & Jewelry","$175,372.56","2,196","$79.86","$18.71","$61.15","1,362,436","5","6","4","02/28/2022","Voadera","3.1","13.27"" x 9.09"" x 4.69""","Large standard-size","1.98 lbs"
"B091V531H3","adidas Originals Women's Stan Smith Sneaker  White/Magic Mauve/Gold Metallic  10","adidas","Clothing, Shoes & Jewelry","$108,225.00","1,443","$75.00","$17.68","$57.32","2,843,328","3","6","1","04/05/2021","Amazon Warehouse","3.3","13.39"" x 7.56"" x 4.49""","Large standard-size","1.94 lbs"
"B091V6GQ1T","adidas Originals womens Stan Smith Sneaker  White/Halo Blush/Acid Red  8.5 US","adidas","Clothing, Shoes & Jewelry","$96,646.83","1,407","$68.69","$16.09","$52.60","1,547,227","1","6","4","04/05/2021","Blueflag & Locket LLC","5","11.00"" x 4.00"" x 7.00""","Large standard-size","1.89 lbs"
"B09DXW6K4Q","adidas Puremotion Black/Black/Gold Metallic 11 B (M)","adidas","Clothing, Shoes & Jewelry","$67,682.15","1,255","$53.93","$14.82","$39.11","25,248","1","5","3","09/01/2022","Digiden Collection","1","12.91"" x 9.09"" x 4.88""","Large standard-size","1.48 lbs"
"B09DXWPMYT","adidas Puremotion Black/Black/Gold Metallic 6 B (M)","adidas","Clothing, Shoes & Jewelry","$54,432.00","1,215","$44.80","$12.51","$32.29","2,121,178","1","5","8","05/18/2022","Amazon","5","11.38"" x 7.72"" x 4.29""","Large standard-size","1.11 lbs"
"B09DXVH788","adidas Puremotion Black/Black/Gold Metallic 6.5 B (M)","adidas","Clothing, Shoes & Jewelry","$52,982.88","1,208","$43.86","$12.37","$31.49","2,090,895","2","5","6","05/18/2022","JEP Products LLC","4","11.30"" x 7.68"" x 4.37""","Large standard-size","1.17 lbs"
"B09DXV43XX","adidas Puremotion Black/Black/Gold Metallic 8 B (M)","adidas","Clothing, Shoes & Jewelry","$54,322.20","1,236","$43.95","$13.02","$30.93","23,610","9","5","7","05/18/2022","Heat Cheq","4.3","12.28"" x 8.82"" x 5.00""","Large standard-size","1.3 lbs"
"B09TT3KQQD","adidas Questar Black/Grey/Pulse Lime 10.5 D (M)","adidas","Clothing, Shoes & Jewelry","$41,677.50","750","$55.57","$15.07","$40.50","35,129","3","3","4","03/02/2022","Amazon Warehouse","4.5","13.54"" x 9.25"" x 5.28""","Large standard-size","2.07 lbs"
"B09TT24DQ2","adidas Questar Black/Grey/Pulse Lime 9 D (M)","adidas","Clothing, Shoes & Jewelry","$67,516.80","780","$86.56","$19.71","$66.85","34,147","3","3","2","03/02/2022","H&H Sellers","5","13.54"" x 9.25"" x 5.31""","Large standard-size","1.94 lbs"
"B0C3GLPX3K","adidas Retropy E5 Mens Shoes","adidas","Clothing, Shoes & Jewelry","$61,446.44","778","$78.98","$17.64","$61.34","671,759","4","4","4","04/24/2023","ContinentalVentures","4.7","8.00"" x 4.00"" x 7.00""","Large standard-size","3 lbs"
"B0BN2BL1KP","adidas Run 70s Womens Running Shoes","adidas","Clothing, Shoes & Jewelry","$99,219.90","1,545","$64.22","$16.06","$48.16","2,258,160","2","4","4","11/20/2022","PS Traders, LLC","5","12.40"" x 8.46"" x 4.88""","Large standard-size","1.7 lbs"
"B0CB9DNJWM","adidas Samba OG Shoes Women's  Black  Size 5.5","adidas","Clothing, Shoes & Jewelry","$204,938.58","1,078","$190.11","$34.31","$155.80","3,546,506","1","5","1","08/21/2018","Time for Deals","5","11.42"" x 6.73"" x 3.98""","Large standard-size","2.45 lbs"
"B0CB9D6C4B","adidas Samba OG Shoes Women's  Black  Size 6","adidas","Clothing, Shoes & Jewelry","$171,528.26","1,094","$156.79","$29.31","$127.48","1,396,340","36","5","4","08/21/2018","Time for Deals","3.6","11.42"" x 7.72"" x 4.29""","Large standard-size","2.45 lbs"
"B0C7N9W8HG","adidas Samba OG Womens Footwear White/Wonder Clay/Gum Size 9","adidas","Clothing, Shoes & Jewelry","$153,054.00","1,100","$139.14","$27.30","$111.84","1,368,424","7","4","1","06/08/2023","Amazon","4.2","12.64"" x 7.95"" x 4.41""","Large standard-size","1.81 lbs"
"B0CGCHJCTT","adidas Samba OG Womens Shadow Violet Size 10","adidas","Clothing, Shoes & Jewelry","$207,257.27","1,091","$189.97","$34.93","$155.04","1,892,526","36","3","1","08/21/2023","#1 Wholesale Distribution","3.6","12.71"" x 7.87"" x 4.49""","Large standard-size","1.81 lbs"
"B0CV34NLH8","adidas Samba OG Womens White Energy Ink Gum Size","adidas","Clothing, Shoes & Jewelry","$188,700.00","1,110","$170.00","$31.93","$138.07","N.A.","13","3","1","02/05/2024","Authenticated Inventory","4.2","12.76"" x 7.83"" x 4.41""","Large standard-size","1.76 lbs"
"B0C9PJDQMX","Adidas Sambae Women (Wonderclay  US Footwear Size System  Adult  Women  Numeric  Medium  6)","adidas","Clothing, Shoes & Jewelry","$158,388.00","1,182","$134.00","$25.89","$108.11","724,991","35","5","7","06/27/2023","Time for Deals","3.7","11.42"" x 7.72"" x 4.29""","Large standard-size","1.47 lbs"
"B0CVHFG2PL","adidas Tricot Womens Plus Size Track Pants with Side Stripes","adidas","Clothing, Shoes & Jewelry","$58,960.00","1,340","$44.00","$11.88","$32.12","N.A.","6","4","5","02/11/2024","Hilory's Collection, LLC","4.5","13.43"" x 10.55"" x 2.40""","Large standard-size","11.2 lbs"
"B09M6Y1CZQ","adidas Ultraboost 22 Legacy Purple/Legacy Purple/Magic Mauve 10 B (M)","adidas","Clothing, Shoes & Jewelry","$171,326.82","1,318","$129.99","$26.23","$103.76","3,398,610","4","3","1","11/17/2021","Amazon","3.7","13.27"" x 9.13"" x 4.88""","Large standard-size","1.87 lbs"
"B09M6YCWZ3","adidas Ultraboost 22 Magic Grey/Magic Grey/Turbo 11.5 D (M)","adidas","Clothing, Shoes & Jewelry","$358,958.70","2,070","$173.41","$32.74","$140.67","11,787","1","3","1","11/23/2021","Amazon","4","14.41"" x 9.76"" x 4.88""","Large standard-size","2.05 lbs"
"B09NTNZ4HC","adidas Ultraboost 22 White Tint/Sky Rush/Mint Rush 10 D (M)","adidas","Clothing, Shoes & Jewelry","$293,727.87","2,313","$126.99","$25.78","$101.21","3,623,876","2","3","1","12/18/2021","Amazon","4","15.16"" x 9.09"" x 4.92""","Large standard-size","1.92 lbs"
