ASIN,Product Name,Brand,Category,Est. Monthly Revenue,Est. Monthly Sales,Price,Fees,Net,Rank,Reviews,LQS,Sellers,Date First Available,Buy Box Owner,Rating,Dimensions,Product Tier,Weight
"B0C52BY3ND","70s Disco Outfit Costume Bell Bottom Pants Long Sleeve Shirts Wigs Necklace Mustache Sunglasses (Disco  Adult X Large)","Mepase","Clothing, Shoes & Jewelry","$55,336.50","1,350","$40.99","$12.78","$28.21","574,966","11","7","1","05/11/2023","Amazon","4.5","11.81"" x 8.54"" x 2.20""","Large standard-size","1.63 lbs"
"B0CR77X6X3","75ft Garden Hose  Expandable Hose  Flexible Water Hose with 10 Functions Spray Nozzle  Lightweight No-Kink Water Pipe with Solid Brass Connector  Black Green 75FT","Misatee","Patio, Lawn & Garden","$40,307.40","1,260","$31.99","$11.23","$20.76","5,054","25","7","1","09/22/2023","N.A.","4.6","13.27"" x 9.02"" x 4.65""","Large standard-size","1 lbs"
"B09YLS3TMS","8 Packs Crochet Box Braids- Boho Box Braids Crochet Braids Hair Bohomian Box Braid Crochet Hair Synthetic Braiding Hair 18 Inch Goddess Box Braids Crochet Hair for black women (18  1B/30)","FIRSTCYH HAIR","Beauty & Personal Care","$38,968.50","1,565","$24.90","$9.52","$15.38","11,367","23","6","1","05/23/2020","Amazon","3.9","9.37"" x 8.39"" x 3.82""","Large standard-size","1.48 lbs"
"B0CDC58333","8 Packs in 1 Cat Scratch Pad  Cat Scratcher Cardboard Reversible Durable Recyclable Cardboard  Suitable for Cats to Rest  Grind Claws and Play","Mankaide","Pet Supplies","$37,060.17","1,483","$24.99","$9.54","$15.45","6,160","35","6","1","09/16/2020","Amazon","4.6","16.80"" x 8.50"" x 1.00""","Large standard-size","2.5 lbs"
"B0CLLS1X85","8 PCS Glass Food Storage Containers Set  3 Cups Large Round Meal Prep Containers  Non-Toxic  BPA-Free Glass Soup Containers with Airtight Locking Tabs  Microwave  Dishwasher  and Freezer Safe","Freshmage","Kitchen & Dining","$35,231.19","881","$39.99","$12.73","$27.26","23,784","12","7","1","01/07/2024","Freshmage Direct","4.9","10.30"" x 5.20"" x 9.30""","Large standard-size","4.8 lbs"
"B00MGVESJK","8"" Seamless Pizza Screen  Alu  Set of 12","Winco","Kitchen & Dining","$36,309.78","789","$46.02","$12.04","$33.98","547,256","14","3","3","08/05/2014","Hershey's Deals","4.2","8.50"" x 8.60"" x 2.10""","Large standard-size","1.25 lbs"
"B0BZVWSL1G","80 Pcs Scented Bookmarks and Scented Pencils with Cute Pencil Toppers Set Fun Pencils Fruit Food Theme Scratch and Sniff Bookmarks Cartoon Pencil Toppers for Kids Students Supplies (Lovely Style)","Teling","Office Products","$18,966.75","825","$22.99","$7.97","$15.02","14,160","46","6","1","12/05/2022","Amazon","4.4","7.99"" x 6.34"" x 1.38""","Large standard-size","12.3 lbs"
"B083454KHY","800 Thread Count Cotton Blend 4 Piece Bed Sheet Set  Sateen Weave Sheets  Wrinkle Resistant  Soft & Durable  Quick Dry  True Grip Fitted Sheet Fits Mattress Upto 18"" Deep Pocket(King Size  Pale Blue)","Color Sense","Home & Kitchen","$64,576.20","1,020","$63.31","$17.13","$46.18","27,973","2","7","1","12/24/2019","Indo Count Global Inc.","3","5.59"" x 9.72"" x 11.65""","Large standard-size","7.0394 lbs"
"B0B7HNDT89","80s Women Costume Set  T-Shirt  Geometric Legging Pants Earring Necklace Gloves Bracelet","Blulu","Clothing, Shoes & Jewelry","$52,819.78","1,822","$28.99","$10.07","$18.92","11,955","33.714285714285715","6","1","09/22/2020","Amazon","4.057142857142857","7.87"" x 6.69"" x 2.76""","Large standard-size","0.8995 lbs"
"B0CNRB9956","822XL Remanufactured Ink Cartridge Replacement for Epson 822XL Ink Cartridges for Epson 822 822 XL Epson 822XL Ink Cartridges Combo Pack to use with Pro WF-3820 WF-4820 WF-4830 WF-4833 Printer（5 Pack）","aboit","Office Products","$46,955.79","1,021","$45.99","$10.67","$35.32","5,399","31","6","6","11/20/2023","PingLiuus","4.5","4.29"" x 3.62"" x 2.99""","Large standard-size","8.8 lbs"
"B0CT8HTRGF","8D Head Shavers for Bald Men  Bazivve Upgraded Men's Rotary Shaver with Nose Hair Trimmer  Waterproof Electric Razor Grooming Kit with LED Display  USB Rechargeable  Portable","Bazivve","Beauty & Personal Care","$109,559.10","3,045","$35.98","$9.92","$26.06","N.A.","41","7","1","01/14/2024","Bazivve Direct","4.5","6.46"" x 5.83"" x 3.66""","Large standard-size","15.2 lbs"
"B091572KM1","90 Degree By Reflex Power Flex Yoga Pants - High Waist Squat Proof Ankle Leggings with Pockets for Women - Deep Teal - Small","90 Degree By Reflex","Sports & Outdoors","$194,458.50","7,110","$27.35","$9.05","$18.30","339","15","6","2","03/24/2021","Amazon","4.6","11.00"" x 9.00"" x 0.90""","Large standard-size","8.78 lbs"
"B0CMXMRPHQ","9004 LED Bulbs  600% Brighter 20000 Lumens  9004 Bulbs 6500K Cool White Stock Halogen Replacement  Pack of 2","FANTELI","Automotive","$149,653.28","6,518","$22.96","$6.53","$16.43","12,011","3","6","1","11/07/2023","FanteliDirect","4.2","7.24"" x 4.76"" x 1.93""","Large standard-size","7.4 lbs"
"B0CPLZBHL5","9006 HB4 LED Fog Light Bulbs  10000LM Brightness  6500K Cool White  24W 5530 CSP Chips  Front Fog Lamps for car  trucks  Non-polarity  Pack of 2","SEALIGHT","Automotive","$24,264.01","899","$26.99","$6.16","$20.83","N.A.","34","7","1","07/31/2023","Amazon","4.8","5.90"" x 3.90"" x 0.39""","Small standard-size","3.2 lbs"
"B0CNCPWYKG","92B Replacement Shaver Head Compatible with Braun 9 Series Foil Shaver 9477cc 9330s 9465cc 9460cc 9419s 9390cc 9385cc Black","YAZIYIR","Beauty & Personal Care","$173,687.74","4,826","$35.99","$8.94","$27.05","N.A.","28.333333333333332","6","1","01/30/2024","jiangchuyan","4.6","3.46"" x 3.11"" x 0.83""","Large standard-size","0.63 lbs"
"B0CTQW6FTV","99TIMORO Warship Hawaiian Shirt  Tropical Short Sleeve Shirt  Space Movie Button Shirt","99TIMORO","Clothing, Shoes & Jewelry","$107,664.15","2,837","$37.95","$10.85","$27.10","N.A.","2.5","6","1","05/04/2023","Amazon","5","2.49cm x 24.21cm x 31.50cm","Large standard-size","6.38 lbs"
"B0CG2MFFL1","[12 Oz] Home Ceramic Coating Spray Kit - Shine  Seal & Protect Kitchen & Bath Surfaces - High Shine - Repels Stains & Grime Effortlessly - Use on Stainless Steel  Sinks  Countertops  Glass & More","Durabasics","Health & Household","$29,900.03","997","$29.99","$8.27","$21.72","23,950","2","7","1","01/29/2024","Durabasics","4.5","9.50"" x 2.25"" x 2.25""","Large standard-size","12 lbs"
"B0CPMB9F23","[4 Pack] Impresa Black Lipo Foam - Post Surgery Liposuction Foam for Use with Post Liposuction Surgery Compression Garments","IMPRESA","Health & Household","$28,329.10","1,090","$25.99","$7.67","$18.32","21,289","40","7","1","03/22/2023","Amazon","4.5","12.17"" x 10.51"" x 2.36""","Large standard-size","6.7 lbs"
"B0CMCSGPJC","[Dual-Lens] Endoscope Camera with Light  1920P HD Borescope with 8+1 Adjustable LED Lights  IP67 Waterproof 16.5FT Semi-Rigid Snake Cord Inspection Camera for iPhone  iPad and Android Phone (Type C)","Elecshion","Industrial & Scientific","$42,180.28","1,172","$35.99","$8.09","$27.90","2,623","28","7","1","11/01/2023","CFHT","4.2","5.20"" x 5.00"" x 1.50""","Large standard-size","6.74 lbs"
"B0CFYP3MSS","A Jump Rope Made For Boxing  Tangle-Free  15% Heavier Than A Normal PVC Rope  Boxer Jump Rope  Adjustable  Includes Grip Tapes For More Grip  Skipping Rope for Boxers  Premium Quality","BOXROPE","Sports & Outdoors","$28,341.90","810","$34.99","$8.79","$26.20","5,895","45.666666666666664","7","2","08/16/2023","Amazon","4.3","8.07"" x 5.47"" x 1.10""","Large standard-size","0.16 kg"
"B09Z255T5Z","A ROW Sleeveless Turtlenecks for Women Knit Sleeveless Tops Stretchy Fitted Basic Sweater Vest","A ROW","Clothing, Shoes & Jewelry","$23,690.52","948","$24.99","$8.65","$16.34","120,839","34","6","1","04/27/2022","A ROW FASHION","4.7","1.61"" x 11.69"" x 14.92""","Large standard-size","0.485 lbs"
"B0C51XJJD7","A-Team Ultrasonic Carburetor Cleaning Solution - Great for Carburetors and Engine Parts - Compatible with Most Cleaning Machines - 1:8 Concentration (1 Gallon)","A-Team Performance","Automotive","$28,621.82","818","$34.99","$12.43","$22.56","2,917","47","6","1","09/27/2023","Southwest Performance Parts","4.8","4.50"" x 7.00"" x 10.00""","Large standard-size","9.17 lbs"
"B0CT8LGDF3","A19 LED Light Bulbs  60 Watt Equivalent LED Bulbs  Soft White 2700K  800 Lumens  E26 Standard Base  Non-Dimmable  8.5W Warm White LED Bulbs for Bedroom Living Room  24 Pack","DEGNJU","Industrial & Scientific","$338,316.46","12,554","$26.99","$9.64","$17.35","N.A.","8","7","2","07/18/2023","DEGNJU USA","4.55","2.36"" x 2.36"" x 4.72""","Large standard-size","1.47 lbs"
"B0BN88Q3NK","Abaadlw Maxi Skirts for Women with Pocket (Red L)","Abaadlw","Clothing, Shoes & Jewelry","$41,728.44","1,163","$35.88","$11.17","$24.71","1,077,640","2","5","2","11/23/2022","Abaadlw Store","5","13.07"" x 11.02"" x 1.77""","Large standard-size","15.2 lbs"
"B0CMCHXM6Y","ABACKH Back Brace Posture Corrector for Women and Men - Adjustable Posture Back Brace for Upper and Lower Back Pain Relief - Improve Back Posture and Lumbar Support XXL(42""-48"")","ABACKH","Health & Household","$27,117.25","775","$34.99","$9.77","$25.22","94,712","9","6","1","01/31/2023","ABACKH US","4","15.75"" x 9.06"" x 0.98""","Large standard-size","15.34 lbs"
"B08XMHQQ89","ABAMERICA 2 Pack Bouffant Caps with Button and Sweatband  Adjustable Scrub Caps for Women Men  Satin Layer","ABAMERICA","Clothing, Shoes & Jewelry","$38,394.26","1,537","$24.98","$7.52","$17.46","19,872","2","6","1","07/03/2023","Amazon","3.9","9.85"" x 7.88"" x 0.47""","Small standard-size","3.53 lbs"
"B0CSDLDJYN","Abaokai Hydrogen Water Bottle  Rechargeable Portable Hydrogen Water Ionizer Machine  PEM SPE Technology LED Display  Generates Real 2000ppb Hydrogen Water Bottle Generator (Rose Gold)","Abaokai","Home & Kitchen","$183,583.77","2,623","$69.99","$15.64","$54.35","N.A.","14","7","30","01/14/2024","Abaokai","3.6","2.50"" x 2.50"" x 8.40""","Large standard-size","1.02 lbs"
"B0CSD582RT","Abaokai Upgraded Hydrogen Water Bottle with PEM SPE Technology  Portable Rechargeable Hydrogen Water Ionizer Machine  Hydrogen Water Generator for Home Travel  Gift for Men Women (Silver)","Abaokai","Home & Kitchen","$138,808.46","2,954","$46.99","$12.19","$34.80","N.A.","10","7","1","01/14/2024","Abaokai","2.3","2.50"" x 2.50"" x 8.40""","Large standard-size","1.02 lbs"
"B082YLPR3C","Abaowedding Women's Renaissance Medieval Costumes Dress Trumpet Sleeves Gothic Retro Gown","Abaowedding","Clothing, Shoes & Jewelry","$33,201.90","810","$40.99","$13.47","$27.52","261,122","25","4","1","12/20/2019","AbaoWedding","3.8","2.00"" x 11.60"" x 14.40""","Large standard-size","2.5993 lbs"
"B0C8LS5H32","Abaowedding Womens's Medieval Renaissance Costume Cosplay Over Dress","Abaowedding","Clothing, Shoes & Jewelry","$25,731.42","858","$29.99","$10.91","$19.08","28,400","23","6","1","08/08/2018","Amazon","4.1","1.60"" x 11.50"" x 14.00""","Large standard-size","1.1508 lbs"
"B0C6Q95YCR","Abboos Ladies Sports Shoes Walking Shoes for Women Casual Lace Up Breathable Tennis Running Sneakers Grey 9.5","Abboos","Clothing, Shoes & Jewelry","$51,312.30","1,770","$28.99","$9.49","$19.50","14,163","4","6","1","06/12/2023","Amazon","3.5","11.73"" x 4.92"" x 4.25""","Large standard-size","1.12 lbs"
"B0C6QBXLRP","Abboos Womens Athletic Walking Shoes Lightweight Tennis Sports Shoes Gym Slip On Running Sneakers Green Size 9.5","Abboos","Clothing, Shoes & Jewelry","$66,966.90","2,310","$28.99","$9.49","$19.50","10,263","3","6","1","06/12/2023","Amazon","3.3","11.65"" x 5.00"" x 4.57""","Large standard-size","1.23 lbs"
"B0C6QCXYKT","Abboos Womens Athletic Walking Shoes Memory Foam Lightweight Tennis Sports Shoes Gym Jogging Slip On Running Sneakers Blue Size 5.5","Abboos","Clothing, Shoes & Jewelry","$83,491.20","2,880","$28.99","$8.87","$20.12","7,640","5","6","1","06/12/2023","Amazon","4","10.35"" x 4.61"" x 4.25""","Large standard-size","14.39 lbs"
"B0C6SK6HBZ","Abboos Womens Slip on Sneakers Lightweigt Breathable Tennis Shoes Fashion Non-Slip Tennis Running Walking Shoes Light Gray 8","Abboos","Clothing, Shoes & Jewelry","$22,671.60","840","$26.99","$9.19","$17.80","31,351","2","6","1","07/20/2023","Amazon","3.5","11.18"" x 5.31"" x 4.09""","Large standard-size","1.23 lbs"
"B0C6SR8NP3","Abboos Womens Slip on Sneakers Lightweigt Breathable Tennis Shoes Fashion Non-Slip Tennis Running Walking Shoes Light Gray 9","Abboos","Clothing, Shoes & Jewelry","$24,351.60","840","$28.99","$9.49","$19.50","31,351","1","6","1","07/20/2023","Amazon","1","11.46"" x 5.08"" x 4.13""","Large standard-size","1.3 lbs"
"B0C6Q7VXBP","Abboos Womens Sneakers Walking Shoes Slip on Tennis Casual Athletic Memory Foam Lightweight Gym Work Shoe Green Size 9","Abboos","Clothing, Shoes & Jewelry","$44,354.70","1,530","$28.99","$9.49","$19.50","16,926","9","6","1","06/12/2023","Amazon","3.6","11.65"" x 5.20"" x 4.37""","Large standard-size","1.04 lbs"
"B096K7W6JB","Abollria Women 2 Piece Outfit Lounge Wear Pajamas Shorts Set Crewneck Long Sleeve Tops Jogger Tracksuit Shorts","Abollria","Clothing, Shoes & Jewelry","$47,368.80","1,530","$30.96","$5.26","$25.70","128,155","13","6","1","03/15/2021","Quenteen","4.175","1.97"" x 10.51"" x 13.23""","Standard (Large)","1.0428 lbs"
"B0CFY4CC67","Abs Stimulator Ab Stimulator Rechargeable Ultimate Abs Stimulator for Men Women Abdominal Work Out Abs Power Fitness Abs Muscle Training Workout Equipment Portable Black","SPORTCDIA","Sports & Outdoors","$27,038.34","966","$27.99","$7.97","$20.02","6,498","27","7","1","08/16/2023","King Kmklse","4.1","7.99"" x 4.72"" x 1.26""","Large standard-size","7.37 lbs"
"B0C43FVBQ6","abseits Slam Dunk Hydrating Face Moisturizer  For Normal to Dry Skin  1.7 FL OZ / 50mL","abseits","Beauty & Personal Care","$22,156.80","960","$23.08","$7.00","$16.08","18,855","20","6","15","09/03/2023","KEJAY STORE","4.9","3.50"" x 2.05"" x 1.97""","Large standard-size","3.84 lbs"
"B0CJLNMZCN","Aceaddity PLA+ Filament 1.75mm  Tougher and Stronger 3D Printer Filament  Dimensional Accuracy +/- 0.02mm  1KG Spool(2.2lbs) 3D Printing Filament  1KG Red+1KG Blue","Aceaddity","Industrial & Scientific","$34,158.61","1,139","$29.99","$10.63","$19.36","N.A.","30","7","1","10/29/2023","Acecure 3D","4.4","8.26"" x 8.26"" x 5.90""","Large standard-size","5.7 lbs"
"B0CTQRTRV1","Acekid 28PCS Fidget Cube with Valentine's Day Cards  Valentine's Day Gifts for Kids Classroom  Valentines Exchange  Valentines Party Favors  School Prize","Acekid","Toys & Games","$20,142.25","775","$25.99","$9.69","$16.30","N.A.","18","7","1","10/26/2022","Amazon","3.9","1.00"" x 1.00"" x 1.00""","Large standard-size","2.42 lbs"
"B08527L49N","Acelitt Women's Ladies Casual V Neck Short Sleeve Button Down High Waisted Belted Black Jumpsuit Romper with Pockets Small","Acelitt","Clothing, Shoes & Jewelry","$34,011.90","810","$41.99","$10.41","$31.58","47,556","5","6","1","03/21/2020","Acelitt","4.2","9.00"" x 7.00"" x 0.40""","Small standard-size","2.4 lbs"
"B0C6KGG4KY","AceMining 2 Pack Black 5 Racks and 4 Hooks Mop and Broom Holder Wall Mount  Broom Organizer Storage Tool Racks Stainless Steel Heavy Duty Hooks Self Adhesive Solid Non-Slip for Home Kitchen Garden","AceMining","Tools & Home Improvement","$178,843.29","5,771","$30.99","$9.79","$21.20","1,187","21","7","1","01/28/2023","Amazon","4.8","15.75"" x 3.35"" x 2.05""","Large standard-size","29 lbs"
"B08FQXQC2T","ACKKIA Women's Casual Long Sleeve Pajama Set Fuzzy Knitted Sweater Pj Loungewear","ACKKIA","Clothing, Shoes & Jewelry","$37,787.40","1,260","$29.99","$5.10","$24.89","26,313","18","5","1","08/11/2020","ACKKIA","4.3","7.87"" x 7.09"" x 0.39""","Standard (Large)","1.8409 lbs"
"B0BXS8MV3K","ACWELL Licorice pH Balancing Korean Toner for Cleansing 5.07 fl.oz. - Alcohol-Free PH5.5 Hydrating Facial Astringent - Skin Clearing  Reduce Pigmentation  Acne and Dark Spots  5.1 fl.oz. 2 Pack","ACWELL","Beauty & Personal Care","$222,304.00","6,947","$32.00","$8.34","$23.66","2,943","37","7","2","07/12/2021","Amazon","4.6","5.94"" x 3.23"" x 1.50""","Large standard-size","5.1 lbs"
"B0BPDB2CS4","Adams Handmade Soap Thick Organic Castile Liquid Hand Soap 1 Gallon Refill - Lemongrass","Adams Handmade Soap","Beauty & Personal Care","$128,887.77","3,223","$39.99","$13.93","$26.06","N.A.","50","4","1","08/07/2023","Amazon","4.1","11.57"" x 5.98"" x 5.98""","Large standard-size","8.64 lbs"
"B07W817J77","Adar Pro Everyday Expert Scrub Set for Women - Curved V-Neck Scrub Top & Tapered Drawstring Scrub Pants","Adar Uniforms","Clothing, Shoes & Jewelry","$47,420.70","930","$50.99","$8.67","$42.32","18,381","12","6","3","05/08/2019","Adar Uniforms®","4.625","2.56"" x 7.04"" x 11.73""","Standard (Large)","0.9855 lbs"
"B0CPJ4V16V","Adatos Solar Eclipse Glasses - 2024 CE and ISO Certified Optical Quality Safe Shades for Direct Sun Viewing for Solar Eclipse (24 Pack)","Adatos","Tools & Home Improvement","$153,448.68","3,932","$38.99","$7.29","$31.70","N.A.","6","7","1","12/04/2023","Zhengshaofang","4.8","6.69"" x 6.50"" x 0.83""","Large standard-size","4.2 lbs"
"B0CCHSJT5B","addlon 102FT(96+6) Solar String Lights Outdoor Waterproof with USB Port & Remote Control Solar Patio Lights Long Last for 20+Hrs Dimmable Solar Power LED Bulbs for Porch Garden Market Bistro Christmas","addlon","Tools & Home Improvement","$204,727.25","2,275","$89.99","$20.53","$69.46","293,081","1","7","3","12/12/2023","Addlon Lighting","4","9.92"" x 9.80"" x 7.64""","Large standard-size","5.56 lbs"
"B0CR6G546C","ADDWel Preserved Roses Gifts for Women  Fresh Flowers Bouquet in a Box That Lasts Years - Eternal Roses Gifts for Birthday Anniversary Valentines Day Mothers Day (Pink & White  16 Roses)","ADDWel","Grocery & Gourmet Food","$333,496.49","4,351","$59.99","$14.79","$45.20","N.A.","4.8","7","1","12/28/2023","AddWel","4.7","7.20"" x 7.17"" x 5.98""","Large standard-size","1.41 lbs"
"B0CVQXRWWK","aden + anais Essentials Easy Wrap Swaddle - Easy Swaddle Newborn Swaddle Sack  Baby Swaddles  Sleep Sack Wearable Blanket","aden + anais","Baby","$131,939.34","3,666","$35.99","$11.19","$24.80","1,434","17.6","5","3","02/14/2024","aden + anais / HALO","4.3","10.63"" x 9.61"" x 2.76""","Large standard-size","1.08 lbs"
"B002SW3B5O","aden + anais Swaddle Blanket  100% Organic Cotton Blankets for Girls & Boys  Baby Receiving Swaddles  Ideal Newborn & Infant Swaddling Set  4 Pack  Above The Clouds","aden + anais","Baby","$69,721.85","1,163","$59.95","$15.42","$44.53","3,468","4","7","2","07/27/2017","aden + anais / HALO","5","3.15"" x 11.57"" x 12.01""","Large standard-size","1.9798 lbs"
"B0BTVZ4D8S","Adhesive Bra Sticky Bra Push Up 2 Pairs  Invisible Silicone Bra Backless Strapless Bra for Large Breasts with Pasties Nipple Covers for Women（Creme+Creme/F）","Alki'i","Clothing, Shoes & Jewelry","$38,205.30","1,470","$25.99","$9.49","$16.50","17,667","3","7","1","02/03/2023","Amazon","3.3","9.00"" x 6.00"" x 2.50""","Large standard-size","13.62 lbs"
"B08WWYC1HL","adidas - Lightweight Quarter-Zip Pullover - A401","adidas","Clothing, Shoes & Jewelry","$100,796.40","2,074","$49.95","$12.66","$37.29","11,922","24.363636363636363","4","8","10/09/2020","World and Space","4.463636363636364","13.00"" x 8.00"" x 1.00""","Large standard-size","8 lbs"
"B0BQN9VL2L","adidas Barricade Mens Tennis Shoes","adidas","Clothing, Shoes & Jewelry","$97,900.00","979","$100.00","$21.73","$78.27","1,273,165","1","4","6","12/19/2022","EAM-Enterprise","5","13.23"" x 9.09"" x 4.88""","Large standard-size","2.4 lbs"
"B0B4G12PP8","adidas Big & Tall Essentials 3-Stripes Tapered Cuff Fleece Pants Green Oxide/Linen Green 32  X-Large Tall","adidas","Clothing, Shoes & Jewelry","$122,179.50","2,850","$42.87","$13.72","$29.15","7,782","2","4","1","06/17/2022","Amazon","5","14.37"" x 10.75"" x 2.76""","Large standard-size","1.19 lbs"
