ASIN,Product Name,Brand,Category,Est. Monthly Revenue,Est. Monthly Sales,Price,Fees,Net,Rank,Reviews,LQS,Sellers,Date First Available,Buy Box Owner,Rating,Dimensions,Product Tier,Weight
"B08259FTN4","3M Scotch(R) Book Tape 845  1-1/2 Inches x 15 Yards (7382)  4 Pack","Scotch","Office Products","$26,767.35","765","$34.99","$9.02","$25.97","N.A.","6","3","3","11/11/2019","PLEXSUPPLY.","4.5","8.54"" x 7.83"" x 1.73""","Large standard-size","11.9 lbs"
"B0CS2GCQC2","3ml Syringes with Needle - 25G  1.0 inch Needle Lab Supplies  Sterile  Individually Packaged","LabAider","Industrial & Scientific","$30,169.94","1,006","$29.99","$8.74","$21.25","N.A.","27","6","1","10/10/2023","HXDJG USA","4.1","7.76"" x 6.97"" x 4.13""","Large standard-size","1.13 lbs"
"B0CB7SCQCB","3PCS Castor Oil Pack Castor Oil Pack wrap Organic Cotton Castor Oil wrap Castor Oil Compress wrap Reusable Wool Flannel for Castor Oil Pack Castor Oil Pads（Oil-Free）","SOKENIK","Health & Household","$20,891.64","836","$24.99","$7.52","$17.47","23,376","30","7","1","06/29/2023","Amazon","4.6","18.00"" x 10.00"" x 0.40""","Large standard-size","9.14 lbs"
"B0BV1R3MF6","4 Gallon Trash Bags - 300 Small Mini Garbage Bags | 17"" x 18"" Clear Waste Basket Trash Bags | Bulk Plastic Bathroom Trash Can Liners","Supellectilem","Health & Household","$20,841.66","834","$24.99","$8.27","$16.72","24,714","12","7","1","07/11/2022","Amazon","3.5","9.84"" x 4.69"" x 1.81""","Large standard-size","14.9 lbs"
"B0CM6D23XX","4 Pack Fluorescent Light Covers Magnetic Light Cover Fluorescent Light Shade Panel Ceiling Light Covers Magnetic Light Filters for Office Classroom Home Drop Ceiling  4 x 2 Feet (Beach)","Hortsun","Tools & Home Improvement","$33,490.04","1,396","$23.99","$8.74","$15.25","5,421","25","6","1","11/20/2022","Amazon Warehouse","4.4","10.82"" x 3.93"" x 2.55""","Large standard-size","0.42 kg"
"B0CPY9BJG5","4 Pack Folding Closet Organizers Storage Box  Stackable Plastic Storage Basket  Closet Organizers and Storage Drawer Shelf Storage  Storage Container for Cupboard Kitchen Bathroom Bedroom (4L) White","caktraie","Home & Kitchen","$35,657.70","1,230","$28.99","$11.68","$17.31","N.A.","47","7","3","09/11/2023","KEYAN-US","4.8","5.00"" x 5.00"" x 5.00""","Large standard-size","6.23 lbs"
"B09323KRS1","4 Pack Progressive Multifocus Reading Glasses Men and Women Computer Blue Light Blocking Anti Eyestrain Readers (4 Mix Color  2.5  Diopters)","BONCAMOR","Health & Household","$43,474.23","1,977","$21.99","$6.84","$15.15","N.A.","1","7","1","11/28/2023","Boncamor","3","6.34"" x 3.74"" x 1.54""","Large standard-size","4.66 lbs"
"B0B82BWGDY","4 Pair of 16 Inch Drawer Slides Side Mounted 3 Folds Full Extension Heavy Duty Dresser Drawer Glides and Slides  100lb Load Capacity","Knobonly","Tools & Home Improvement","$62,026.80","1,320","$46.99","$11.57","$35.42","6,513","2","6","1","08/29/2022","Amazon","5","17.13"" x 7.09"" x 2.76""","Large standard-size","14 lbs"
"B09G62855K","4 Pcs Pet Blanket Dog Puppy Blanket Paw Print Fleece Blanket for Small Medium Pet Dog Cat Warm Soft Sleep Mat Guinea Pig Cage Liners Blanket (Gray Large)","Tatuo","Pet Supplies","$122,568.84","4,716","$33.49","$9.69","$23.80","1,725","3","7","1","09/13/2021","Deskoti","4.75","12.87"" x 10.43"" x 2.17""","Large standard-size","1.76 lbs"
"B0CQ7K2VXR","4 Pcs Preemie Baby Swaddle Preemie Swaddle Wrap Adjustable Swaddle Blanket Preemie Size Newborn Cotton Swaddle Blanket for Preemie Boys Girls Sleep (Pink Heart Fit for Preemies)","Newwiee","Baby","$21,081.83","917","$22.99","$7.22","$15.77","4,093","7","7","1","08/09/2023","Amazon","3.6","13.38"" x 11.02"" x 0.98""","Large standard-size","9.9 lbs"
"B087PSMRBM","4 Pieces Hippie Costume Set  Include Colorful Tie-Dye T-Shirt  Peace Sign Necklace  Headband and Sunglasses for Theme Parties","Norme","Clothing, Shoes & Jewelry","$70,349.40","3,060","$23.99","$7.68","$16.31","34,957","28.666666666666668","7","1","03/27/2019","Nuoman","4.3","1.00"" x 9.00"" x 12.00""","Large standard-size","0.5004 lbs"
"B07TWK8TLV","4 Trays Premade Fans Eyelash Extensions 5D-C-0.07-14+15 Short Stem B&Q Premade Volume Eyelash Extensions 0.07 0.10 Volume Lash Extensions C D curl 3D 4D 5D 6D Pre made Lash Fans (5D-C-0.07 14+15)","B&Qaugen","Beauty & Personal Care","$137,760.15","4,785","$28.79","$7.24","$21.55","501,814","10","7","1","07/02/2019","Amazon","4.4","9.33"" x 5.20"" x 0.75""","Small standard-size","5.29 lbs"
"B0CMWP3M34","4-Pack for iPhone Charger Fast Charging [MFi Certified] 20W PD USB C Wall Charger with 6FT Fast Charging Cable for iPhone Fast Charger Block for iPhone 14 13 12/14 13 Pro/12 Pro/11/Xs/XR/SE/iPad","Ankndo","Cell Phones & Accessories","$40,711.33","1,567","$25.99","$7.52","$18.47","N.A.","10","7","1","11/05/2023","XuanFeng Direct","4.25","7.91"" x 4.49"" x 1.02""","Large standard-size","11.29 lbs"
"B00I96KLAG","40 Packs of Mentos Mint Chewy Candy with Natural Flavours","Mentos","Grocery & Gourmet Food","$175,132.10","3,310","$52.91","$14.67","$38.24","2,527","3","3","1","05/06/2020","Yummy Dutch","5","8.70"" x 6.02"" x 3.39""","Large standard-size","4.28 lbs"
"B09DY9PDJD","40% Shade Cloth with Grommets  Garden Mesh Shade Tarp Sun Shade Net for Greenhouse Cover Patio Plant Flower Chicken Coop (10Ft x 20Ft)","Storystore","Patio, Lawn & Garden","$21,052.20","780","$26.99","$6.97","$20.02","41,644","31","6","1","07/25/2021","Amazon","4.1","5.00"" x 5.00"" x 0.20""","Small standard-size","0.3 lbs"
"B0CQLFBRWX","420ml Hydrogen Water Bottle 420ml Portable Hydrogen Water Ionizer Machine Hydrogen Water Generator Maker Hydrogen Rich Water Glass Health Cup for Home Travel Up to 1600PPB+Gift Box (Blue)","MARSPOWER","Home & Kitchen","$45,707.67","1,633","$27.49","$9.34","$18.15","4,311","39","7","2","12/18/2023","Sudgetom","3.3","3.50"" x 3.50"" x 8.00""","Large standard-size","1.8 lbs"
"B0CTT16CWH","4396841 EDR3RXD1 replacement Compatible with 4396841  4396710  9083  46-9030-2 Pcs","HAUSTASK","Tools & Home Improvement","$22,559.94","806","$27.99","$9.34","$18.65","N.A.","45","6","2","04/24/2023","Amazon","4.6","1.00"" x 1.00"" x 1.00""","Large standard-size","1.5 lbs"
"B07GTM5WP4","47 brand Men's Visor","47 brand","Sports & Outdoors","$313,245.94","11,606","$27.49","$7.59","$19.90","29,841","37","3","1","08/23/2018","Amazon","4.5","4.00"" x 4.00"" x 1.00""","Large standard-size","3.2 lbs"
"B00L4S4724","47 Brand MLB New York Yankees Branson Cap B-BRANS17CTP  Unisex","'47","Sports & Outdoors","$14,186,204.49","429,561","$32.99","$8.79","$24.20","N.A.","19.5","4","2","05/05/2013","Sports Guaranteed","4.521052631578947","6.00"" x 6.00"" x 3.00""","Large standard-size","3.2 lbs"
"B0C79MBZP3","47 MLB Black White Clean Up Adjustable Hat Cap  Adult One Size (New York Yankees Black)","'47","Sports & Outdoors","$96,363.79","2,921","$32.99","$8.49","$24.50","1,209","14","4","5","06/05/2023","FanTimes","3.8","8.82"" x 8.31"" x 3.03""","Large standard-size","3.21 lbs"
"B0CMTLMWXM","4x10 Floor Vents Heavy Duty Floor Registers  Magnetic Floor Air Vent Covers 4 X 10 for Home Floor Wall Ceiling  Rust Proof Finish Registers Grilles & Vents (6  Brown  4x10 Inches)","Gmurnai","Tools & Home Improvement","$373,514.86","6,414","$57.99","$14.53","$43.46","N.A.","15.833333333333334","7","1","11/06/2023","Amurgo","4.716666666666667","12.24"" x 11.57"" x 5.31""","Large standard-size","6.17 lbs"
"B0C3L6KX9N","5 Pack Handmade Work Apron  Cotton Canvas  Multiple Pockets  Adjustable Cross Back Weight Apron  BBQ Cafe Kitchen Painting Carpenter Artist Apron  Aprons for Men Women  Sizes M to XXL  Red","Stenffy","Tools & Home Improvement","$65,008.26","774","$53.49","$19.33","$34.16","6,459","1.75","7","1","09/14/2023","Stenffy","5","10.04"" x 9.61"" x 6.97""","Large standard-size","3.74 lbs"
"B08SR7ZQR6","5 Pack Nuvuq Comfortable  Soft and Light Cat Collar with Breakaway Snap Button (Blue  Pink  Red  Black and Orange)","Nuvuq","Pet Supplies","$44,275.75","985","$44.95","$10.28","$34.67","7,954","3","7","1","01/11/2021","Bond Pet Inc","4.2","8.15"" x 6.02"" x 1.65""","Large standard-size","1.76 lbs"
"B0CP6C2VLD","5% Minoxidil Hair Growth Serum  5% Minoxidil For Men Beard Growth Kit  Beard Growth Oil With Biotin & Caffeine For Beard & Hair Growth  Grow A Stronger Thicker Fuller Hair & Beard Faster 1.7oz","OLIVITA","Beauty & Personal Care","$22,325.41","859","$25.99","$7.44","$18.55","24,702","21","7","2","12/27/2023","Rosemary Oil Store","4.9","6.50"" x 3.39"" x 1.65""","Large standard-size","1.7 lbs"
"B0CP4QN8G4","5% Minoxidil Hair Growth Spray with Manual Hair Scalp Brush  Minoxidil for Women Hair Growth  Minoxidil for Men Beard Growth  Hair Regrowth for Men and Women  Hair Loss Treatments.","OLISMO","Beauty & Personal Care","$22,241.10","890","$24.99","$7.29","$17.70","47,977","25","7","1","02/02/2024","Carebay-store","5","4.49"" x 3.46"" x 2.68""","Large standard-size","5.61 lbs"
"B09BP21XJM","5-hour ENERGY Shot  Extra Strength Cherry  1.93 Ounce  12 Count - Set of 2","UUC","Grocery & Gourmet Food","$53,931.30","870","$61.99","$16.03","$45.96","11,365","26","4","2","08/01/2021","Discount online Store","4.7","7.05"" x 5.94"" x 4.69""","Large standard-size","4.06 lbs"
"B0CH9YVMKW","5-Pack Stove Knob Covers for Child Safety - Universal Size Gas Stove Knob Covers with Adhesive  Heat-Resistant Baby Proof Stove Knob Covers  Dual-Key Oven Knob Covers for Child Safety and Pet (Black)","Dabormi","Baby","$23,633.72","1,028","$22.99","$7.22","$15.77","3,912","39","7","1","10/04/2023","baiqing us","4.7","9.02"" x 4.45"" x 3.23""","Large standard-size","10.8 lbs"
"B0B2BCZR6D","5.11 Tactical Men's Taclite Pro Lightweight Performance Pants  Cargo Pockets  Action Waistband  Style 74273","5.11","Clothing, Shoes & Jewelry","$262,252.80","5,652","$46.40","$14.39","$32.01","1,368","4","7","2","02/07/2010","Amazon","4.8","2.09"" x 12.64"" x 14.13""","Large standard-size","1.3669 lbs"
"B0CHD1FTHF","5.11 Women's Taclite Pro Tactical 7 Pocket Cargo Pant  Teflon Treated  Rip and Water Resistant  Style 64360","5.11","Clothing, Shoes & Jewelry","$58,638.00","1,011","$46.40","$15.67","$30.73","20,280","23.66","7","1","09/24/2014","Dunns Guns","3.884","1.00"" x 1.00"" x 1.00""","Large standard-size","1.2 lbs"
"B0B4VP43HT","50 Pack Heavy Duty Retractable Badge Reels Batch Holder Name ID Badge Clips Keychain Badge Holder Key Card Retractable Holder Reel Clip for Office Worker Doctor Nurse Employee (Fresh Colors)","Honoson","Office Products","$30,183.84","816","$36.99","$11.34","$25.65","N.A.","1","7","1","08/17/2023","Easchee","5","11.85"" x 8.46"" x 1.54""","Large standard-size","2.29 lbs"
"B0CV7HKGBJ","50 PCS 1 Inch Cable Clamps  304 Stainless Steel Cable Clamps  Insulated Clamp  Hose Clamp  Pipe Clamp  Durable Clamp  and Wire Clamp by RTHIEAI","RTHIEAI","Tools & Home Improvement","$20,041.98","802","$30.99","$8.89","$22.10","5,850","40.857142857142854","6","1","05/08/2023","Amazon","4.685714285714285","10.28"" x 8.98"" x 1.42""","Large standard-size","1.83 lbs"
