ASIN,Product Name,Brand,Category,Est. Monthly Revenue,Est. Monthly Sales,Price,Fees,Net,Rank,Reviews,LQS,Sellers,Date First Available,Buy Box Owner,Rating,Dimensions,Product Tier,Weight
"B0CRGLGW49","19Pcs Replacement Parts for Roborock Q Revo Q Revo Vacuum Cleaner Accessories Kit 1 Main Brush 4 Mop Pads 4 Side Brush 4 Hepa Filters 6 Vacuum Bags","Bluearks","Home & Kitchen","$17,886.22","778","$22.99","$7.97","$15.02","40,275","40","7","1","08/27/2023","Bluearks","4.7","10.16"" x 8.19"" x 4.21""","Large standard-size","15.5 lbs"
"B0CS2RWV3H","1ml Syringes with Needle - 25G  1.0 inch Needle Luer Lock Syringe Individually Packaged (1mL-25G  100)","LabAider","Industrial & Scientific","$29,030.32","968","$29.99","$8.74","$21.25","1,762","19","6","1","09/03/2023","HXDJG USA","4","6.85"" x 6.38"" x 4.61""","Large standard-size","1.04 lbs"
"B07X6QKX8F","2 Box Tacaway Adhesive Remover Wipe  Non-Acetone  50/Box","Torbot","Health & Household","$45,238.23","1,179","$38.37","$9.53","$28.84","18,487","2","3","10","06/09/2022","Crazy Crispum","5","6.81"" x 6.38"" x 3.31""","Large standard-size","11.11 lbs"
"B0CKX9J733","2 Pack 18 Inch Grab Bars for Bathtubs and Showers  Anti Slip Handicap Grab Bars for Shower  Safety Bath & Toilet Rail for Elderly Senior  Shower Handle Disability Assist Bathroom Handrail","Gotega","Health & Household","$27,801.41","959","$28.99","$9.49","$19.50","21,347","48","7","1","07/23/2023","MoveCatcher","4.5","18.00"" x 1.97"" x 1.97""","Large standard-size","1.83 lbs"
"B0CSDPXWZ5","2 Pack 3pt Universal Adjustable Retractable Lap for Go Kart Club Golf Cart Van UTV VR  Buggies  Minivan Pickup and Truck for Modification Belts Kits (Black  3pt Kits)","ROJAJIS","Automotive","$26,226.48","938","$27.96","$6.90","$21.06","2,612","7","6","1","11/23/2023","XIANGYUNKEJI","4.8","1.00"" x 1.00"" x 1.00""","Large standard-size","3 lbs"
"B0CVQQQF87","2 Pack Anti Barking Devices for Dogs  50FT Ultrasonic Dog Barking Control Devices  4 Modes Sonic Bark Deterrent Bark Box Dog Barking Deterrent Devices for Indoor & Outdoor Use","WLCelite","Pet Supplies","$51,922.71","1,129","$45.99","$10.67","$35.32","N.A.","17","7","2","01/23/2024","WLCelite","4.4","4.96"" x 3.23"" x 2.05""","Large standard-size","7.05 lbs"
"B0CVQ3SRDM","2 Pack Car Seat Gap Filler Leather Car Storage Organizer Front Seat Car Accessories for Women - Fashion Colored Car Adjustable Storages for Phones  Glasses  Keys  Cards","Wanfuder","Automotive","$29,356.61","839","$33.99","$9.34","$24.65","180,018","6","7","1","08/13/2023","Amazon Warehouse","3.5","1.00"" x 1.00"" x 1.00""","Large standard-size","1.37 lbs"
"B0BCRDLJBT","2 Pack Waterproof Washable Incontinence Bed Pads  34x76 Inch Reusable Bed Wetting Underpad  Heavy Duty Mattress Protection for Elderly Seniors  Kids  Pets  Ultra Absorbent Pee Pads","Priva","Health & Household","$46,026.63","837","$54.99","$14.98","$40.01","25,507","11","6","1","02/02/2023","Amazon","4.1","11.50"" x 8.50"" x 7.00""","Large standard-size","4.6 lbs"
"B0CB63PMBF","2 Pairs Waterproof Socks Unisex Waterproof Breathable Socks Outdoor Skiing Hiking Wading Fishing Socks for Men Women","Jeyiour","Sports & Outdoors","$25,080.16","784","$31.99","$9.84","$22.15","7,181","47","7","1","07/04/2023","GaihQEUF","4.3","9.53"" x 7.83"" x 1.26""","Large standard-size","9.59 lbs"
"B0CJK5GY1W","2 Pcs Tattoo Numbing Cream  6-8 Hours Maximum Strength Painless Tattoo Numbing Cream  Numbing Cream for Tattoos with Aloe Vera  Vitamin E  Lecithin (2 Pcs)","SYHWANHJ","Beauty & Personal Care","$24,695.00","898","$40.75","$7.05","$33.71","11,743","41.5","7","1","09/21/2023","luoyangjunyinwangluokejiyouxiangongsi","4.25","6.02"" x 3.50"" x 0.71""","Small standard-size","1.13 lbs"
"B07VQPT9HW","2 Piece Sets for Women Floral Summer Beach Party Outfits Sexy Halter Bikini Tops High Waist Wide Leg Long Pants Jumpsuits","YouSexy","Clothing, Shoes & Jewelry","$38,205.30","1,470","$25.99","$7.49","$18.50","25,593","10","4","1","07/30/2019","YouSexy","3.1","9.84"" x 7.87"" x 0.39""","Small standard-size","7.04 lbs"
"B0BRMNH8JN","2 Pieces 60x120 Inches White Lace Tablecloth Rectangle Vintage Embroidered Lace Table Cover for Wedding Party Home Outdoor Fall Table Decorations","Fanqisi","Kitchen & Dining","$23,728.60","997","$37.80","$8.71","$29.09","11,269","19.5","6","2","05/14/2022","Amazon Warehouse","4.2","13.80"" x 10.60"" x 1.00""","Large standard-size","1.1023 lbs"
"B09BG46CKN","2 set 24 AGF Blended potion coffee no sugar","Blendy (Blended)","Grocery & Gourmet Food","$25,125.00","750","$33.50","$10.82","$22.69","12,663","3","3","1","08/05/2021","Amazon","5","8.74"" x 7.48"" x 3.94""","Large standard-size","2.21 lbs"
"B07MN9RMP6","2 ½ x 2 ½ Double-Pocket Unplasticized Coin Flips Pack of 200 Guardhouse","Guardhouse","Toys & Games","$120,044.40","3,720","$32.27","$9.98","$22.29","1,019","24","5","3","10/27/2019","Sacagawea Webstore","4.7","2.60"" x 5.20"" x 5.30""","Large standard-size","1.6491 lbs"
"B08ZLNV8VS","2.5 x 3 inches  4Mil Clear Reclosable ZIP Bags  Case of 1 000 - GPI Brand","GPI","Industrial & Scientific","$27,702.95","1,205","$25.49","$7.90","$17.59","2,654","34","6","2","02/22/2017","Amazon","4.75","0.08"" x 2.50"" x 3.00""","Large standard-size","2 lbs"
"B0CDPVVSKF","20 Pack 10 Pair Black Cabinet Hinges - 1/2 inch Overlay Kitchen Cabinet Hinges  Partial Wrap Around Cabinet Door Hinges for Face Frame Cabinet  Self Closing Black Face Mount Cabinet Hardware","Ravinte Decor","Tools & Home Improvement","$38,163.86","1,414","$36.99","$9.84","$27.15","7,750","48","6","1","10/16/2023","RAVINTE DECOR","4.496875","6.02"" x 6.02"" x 2.20""","Large standard-size","2.59 lbs"
"B0CC1ZR9KR","20 Pcs 100th Day of School Old Lady Costume for Kids Girls Granny Wig Grandma Dress Glasses Cane Necklace(Boho Style  L)","Yingzhao","Clothing, Shoes & Jewelry","$34,527.09","1,191","$28.99","$10.07","$18.92","340,551","2","7","1","07/16/2023","lingxinlong","3.5","11.80"" x 11.00"" x 1.20""","Large standard-size","1.23 lbs"
"B0BGGF74V1","20 Pcs 100th Day of School Old Lady Costume for Kids Girls Granny Wig Grandma Dress Glasses Cane Necklace(Rustic  Medium)","Yingzhao","Clothing, Shoes & Jewelry","$36,436.50","1,350","$26.99","$10.38","$16.61","247,439","3","7","2","06/21/2022","Shhdartecu","5","13.15"" x 9.76"" x 3.03""","Large standard-size","1.1 lbs"
"B0CCV8HGQ4","200 Density 13X6 Chocolate Brown Body Wave Lace Front Wigs Human Hair 13x6 HD Transparent Lace Front Wigs For Women Auburn Brown Colored with Baby Hair Glueless Wigs Human Hair Full And Thick(32 Inch)","Daphernew","Beauty & Personal Care","$308,167.00","883","$349.00","$55.89","$293.11","17,285","1","6","1","10/04/2023","yanronghair","1","2.00"" x 2.00"" x 1.00""","Large standard-size","1.6 lbs"
"B0CV16XDMY","2024 Planner - 3-Tier Down Weekly & Monthly Planner Notepad  11.38'' x 8.74''  JAN 2024 - DEC 2024  Appointment Book  60 Minutes Intervals  Monthly Tabs  Faux Soft Leather  Spiral Bound  Back Pockets","MaaIbok","Office Products","$83,200.81","3,619","$22.99","$7.04","$15.95","17,695","47","7","1","10/03/2023","MaaIbok","4.3","11.34"" x 8.78"" x 0.75""","Small standard-size","15.8 lbs"
"B0CK3CC619","2024 Selkirk LUXX Control Pickleball Paddle | Florek Carbon Fiber Pickleball Paddle with a Polypropylene X7 Core | The Pickle Ball Paddle Designed for Ultimate Power & Control |","Selkirk Sport","Sports & Outdoors","$388,742.31","1,555","$250.00","$41.27","$208.73","N.A.","41","6","1","10/24/2023","Selkirk Sport","4.7","17.87"" x 12.80"" x 1.69""","Large standard-size","0.3 kg"
"B0CSWGR69V","2024 Ultrasonic Rodent Mouse Repellent with PIR & Flash Light - Effective Control for Mouse  Squirrel  Mice  Rat  Rodent  Spider  Roach  Bugs  Bat","OADPAKE","Patio, Lawn & Garden","$111,972.00","2,800","$39.99","$9.77","$30.22","N.A.","38","7","1","12/03/2023","GABRIELLIN TRADE LLC","4.2","4.80"" x 3.50"" x 8.46""","Large standard-size","9.17 lbs"
"B0CQY3416Z","206X Toner Cartridge 206A - High Yield 4 Pack Replacement for HP 206X 206A Compatible with HP Color Laserj Pro MFP M283fdw Toner  M283cdw M255dw  Color Laserj Pro M283 M255 Series | W2110X","DMGE","Office Products","$142,282.35","765","$185.99","$34.93","$151.06","6,384","10","6","4","12/25/2023","Ecommer trip","5","12.71"" x 6.85"" x 6.77""","Large standard-size","5.52 lbs"
"B0CRKWWRL2","210X Toner Cartridges 4 Pack High Yield 210A (with Chip) Compatible Replacement for HP Color Laserjet Pro MFP 4301fdw 4301fdn Pro 4201dw 4201dn Series Printer 210 W2100X W2100A Ink","inkalfa","Office Products","$782,898.84","2,116","$369.99","$62.83","$307.16","58,205","1","6","3","01/04/2024","Actoner","5","12.99"" x 5.51"" x 12.60""","Large standard-size","5.35 lbs"
"B0CP5Y16QH","22 Drawers  Acrylic Desk Makeup Organizer  Plastic Drawers Organizer  Stackable Storage Solution for Makeup  Dresser  Office  Bathroom Clear Plastic Craft and Bead Storage Cabinet","ARSTPEOE","Office Products","$118,138.90","2,110","$55.99","$16.63","$39.36","N.A.","47","6","2","09/03/2023","FYSELLER-US","4.1","16.50"" x 7.00"" x 10.00""","Large standard-size","9.48 lbs"
"B0C4GL3CHK","24 26 28 Inch Body Wave Human Hair 3 Bundles 100% Unprocessed Brazilian Virgin Human Hair Weave Bundles Body Wave Hair Extensions Natural Color","Giio","Beauty & Personal Care","$102,734.91","809","$126.99","$22.82","$104.17","36,874","10","6","1","07/24/2023","Giio Hair","2.8","14.00"" x 10.00"" x 5.00""","Large standard-size","11.99 lbs"
"B0CSQ99CFP","24 Glass Spice Jars with Label  Bamboo Spice Jar Set 4oz Seasoning Containers with Labels  Pepper Grinder  374 Spice Labels  Spice Bottles Funnel  Empty Spice Jars and Shaker Lids Spice Containers","SAVVY & SORTED","Kitchen & Dining","$139,965.00","3,500","$39.99","$9.54","$30.45","N.A.","24.5","6","2","01/09/2024","SAVVY & SORTED","4.9","14.76"" x 12.13"" x 5.55""","Large standard-size","4 lbs"
"B0CMWW2VQX","24 Pack Vacuum Bags Replacement for Eureka Mighty Mite 3670 and 3680 Series  MM Vacuum Bags 60295A","MMXIANG","Home & Kitchen","$47,144.28","1,572","$29.99","$10.29","$19.70","N.A.","21","6","1","11/10/2023","mmxiang","4.9","6.70"" x 3.90"" x 11.80""","Large standard-size","2.36 lbs"
"B0CTYVNVR3","24 Pack Valentines Day Gifts for Kids  24 Heart Pencils + 24 Heart Erasers with Valentines Greeting Cards for Kids  Valentine's Day School Prize Party Favor  Classroom Exchange Gift Set","SURCVIO","Toys & Games","$33,629.54","1,246","$26.99","$9.19","$17.80","N.A.","19","6","1","11/23/2022","Amazon","4.4","8.90"" x 3.00"" x 4.80""","Large standard-size","1.15 lbs"
"B0CTFCQXXK","24 packs Solar Eclipse Glasses 2024 CE and ISO Certified with Six Different Color Durable Paper Frames for Direct Sun Viewing (24 packs)","UKMPFGJ","Tools & Home Improvement","$282,391.53","7,547","$36.99","$7.29","$29.70","N.A.","24","6","1","12/20/2023","huiweidianzishangwuyouxiangongsi","4.8","6.77"" x 6.54"" x 0.83""","Large standard-size","4.6 lbs"
"B0CCVLC2ZP","24 Pcs Kids Spa Party Supplies for Girls 6 Spa Party Robes 6 Tote Bags 6 Headbands 6 Spa Masks","Sintuff","Clothing, Shoes & Jewelry","$66,108.40","1,160","$48.99","$16.67","$32.32","20,636","12","6","1","07/25/2023","Amazon","4.378571428571428","10.28"" x 9.88"" x 4.41""","Large standard-size","2.69 lbs"
"B0CLRVKZ5N","24Pack Valentines Day Gifts for Kids Sunglasses Party Favors Valentine Exchange Cards Bulk Teens School Sun Glasses Boy Girl Age 3-8 Classroom Prizes Goodie Bag Stuffers Toddlers Pool Supplier Toys","Basytodio","Toys & Games","$29,000.33","967","$29.99","$9.64","$20.35","41,304","14","7","1","10/24/2023","BasytodioDirect","4.3","5.00"" x 5.00"" x 5.00""","Large standard-size","1.34 lbs"
"B0CL72V59X","24PCS Stress Balls Valentines Day Cards For Kids Classroom School Class Foam Bouncy Balls Valentine Goodie Bag Stuffers Exchange Gifts Basketball Football Party Favors Bulk Toys Toddlers Boys Girls","Thremhoo","Toys & Games","$40,128.85","1,115","$35.99","$13.03","$22.96","61,091","5","7","1","10/16/2023","ThremhooDirect","4.1","9.69"" x 8.43"" x 5.71""","Large standard-size","0.49 kg"
"B0C6TD3PH1","250% Density 13X6 Deep Wave Lace Front Wigs Human Hair Wigs for Women 13x6 HD Transparent Deep Curly Lace Front Wigs Human Hair Pre Plucked with Baby Hair Glueless Lace Frontal Wigs Human Hair(20Inch 13X6 Lace Front Wigs Human Hair)","Daphernew","Beauty & Personal Care","$134,991.00","900","$149.99","$26.27","$123.72","20,167","5","6","1","07/12/2023","Amazon","3.6","9.21"" x 7.36"" x 3.15""","Large standard-size","9.88 lbs"
"B0CLVBB1KL","26 PCS Tic-Tac-Toe Keychains Valentines Day Gifts for Kids Classroom School Valentines Cards for Student Valentine Gift Exchange for Children Bulk Party Favors Supplies Boy Girl Class Prize Goodie Bag","Basytodio","Toys & Games","$35,570.73","1,227","$28.99","$9.49","$19.50","54,833","11","7","1","10/25/2023","BasytodioDirect","4","5.00"" x 5.00"" x 5.00""","Large standard-size","1.12 lbs"
"B0CP7FKK9D","268 PCS Valentine Gifts for kids Classroom Valentines Goodie Bags Valentines Day Gifts for Kids School Exchange Party Favors Stuffers Class Treats Valentines Stationery Set 28 Pack","juskid","Toys & Games","$51,658.86","1,914","$26.99","$9.19","$17.80","33,763","21","6","1","11/29/2023","yaoyuxia","4.7","7.80"" x 3.90"" x 4.90""","Large standard-size","1.38 lbs"
"B0CP72S5JT","268pcs Valentines Day Gifts for Kids Classroom 28 Pack Valentines Goodie Bags Stuffers Valentine Gift for Kids Valentines Classroom Party Favors Prizes From Teacher","juskid","Toys & Games","$59,108.10","2,190","$26.99","$9.19","$17.80","29,567","32","7","1","12/01/2023","yaoyuxia","4.5","7.91"" x 5.04"" x 4.02""","Large standard-size","1.39 lbs"
"B0CLZ8QGX8","28 Pack Mini Hair Brush  ANSLCA Detangling Hair Combs Set - Include 14 Travel Mini Brush for Hair + 14 Fine Wide Hair Combs Wet Dry Hair for Girls Women Boys Men Kids (Stylish Colorful)","A ANSLCA","Beauty & Personal Care","$19,742.10","790","$24.99","$8.89","$16.10","N.A.","50","7","1","12/10/2022","Amazon","4.6","11.61"" x 7.48"" x 3.19""","Large standard-size","1.19 lbs"
"B0CTYRL7NX","28 Pack Mochi Squishes Valentines Day Gifts for Kids Classroom Valentines Day Cards for Kids School  Valentines for Kids Class Valentines Exchange Cards Party Favors Classroom Exchange Gift Set","StzMamil","Toys & Games","$63,908.69","2,131","$29.99","$9.64","$20.35","N.A.","2.5","7","1","12/10/2023","StzMamil","2.2","6.36"" x 5.07"" x 6.36""","Large standard-size","1.41 lbs"
"B0CRMVWKL4","28-in-1 Liver Cleanse with Milk Thistle  Artichoke & Apple Cider Vinegar - Liver Cleanse Detox & Repair Heath Formula Liver Support Supplement 60 Vegan Capsules","Clinical Nutra","Health & Household","$42,482.26","1,574","$26.99","$7.59","$19.40","13,736","16","7","1","01/25/2024","Clinical Nutra","4.7","7.00"" x 4.00"" x 3.50""","Large standard-size","3.21 lbs"
"B0B6WMMS2K","288XL Ink Cartridge Remanufactured for Epson 288 XL T288XL High Yield to use with XP-440 XP-446 XP-330 XP-340 XP-430 (1 Black  1 Cyan  1 Magenta  1 Yellow with Latest Upgraded Chips)","MCYCOLOR","Office Products","$64,487.10","1,290","$49.99","$11.04","$38.95","6,194","34","4","1","07/17/2022","Amazon","3.7","4.17"" x 2.56"" x 2.44""","Large standard-size","5 lbs"
"B08LMQM68X","2Pack Spandex Table Cover for 4FT Table Universal Fitted Stretch Tablecloth for Party  Banquet  Wedding and Events-Gray","Hezuzo","Kitchen & Dining","$71,966.31","2,769","$27.99","$9.69","$18.30","2,556","10.76923076923077","6","1","01/26/2022","Amazon","4.315384615384615","4.13"" x 8.23"" x 11.73""","Large standard-size","1.5521 lbs"
"B0CQ1YN8H1","2PC Grounding Mat Kit with 15ft Grounding Cord  Ground Foot Mats  Computer Mat  Sleep Mat  Pet Soft & Conductive(23.6"" x 13"")","MATFORTH","Health & Household","$47,104.00","1,024","$46.00","$10.67","$35.33","N.A.","16","7","1","12/11/2023","earthyogic","4.1","13.50"" x 9.72"" x 1.22""","Large standard-size","9.91 lbs"
"B0C3LVXB1J","2PCS Microwave Heating Pads for Cramps Pain Relief  17 * 9"" Moist Microwavable Period Menstrual Heat Packs for Cramps  Back  Neck  Shoulder  Abdomen  Birthday Gifts for Women  Girl  Mom  Black Cat","Cuckool","Health & Household","$83,810.09","2,891","$28.99","$10.78","$18.21","186,779","28","7","1","04/25/2023","Amazon","4.3","11.65"" x 7.95"" x 3.15""","Large standard-size","3.02 lbs"
"B0CG1YSWJG","2PK - NOVEHA Allergy Relief Eyelid Wipes | Pre-moistened Hypoallergenic Eye Cleansing Pads  Reduce Itchiness  Redness & Discomfort Caused By Allergy  Clean  Soothe & Remove Debris  Pollen & Irritants","NOVEHA","Health & Household","$26,289.48","1,052","$24.99","$8.89","$16.10","N.A.","49","7","1","05/02/2023","Amazon","4.6","5.12"" x 6.30"" x 4.92""","Large standard-size","1.37 lbs"
"B097XV282N","2T-9T Off Shoulder Flower Girls Dress Pageant Party Floral Formal Dresses","AIMJCHLD","Clothing, Shoes & Jewelry","$21,019.50","810","$25.95","$8.81","$17.14","73,684","19","5","1","06/24/2021","CAIYLUAN","4.4","1.77"" x 11.26"" x 13.11""","Large standard-size","0.6393 lbs"
"B0CNTFPYZX","3 in 1 Postpartum Belly Support Recovery Wrap - Postpartum Belly Band - Postpartum Essentials Post Partum Waist Binder  Post Surgery Abdominal Binder Shapewear (Beige  L)","QEESMEI","Clothing, Shoes & Jewelry","$192,856.84","7,429","$25.96","$9.55","$16.41","N.A.","49","7","1","11/21/2023","GOLDMAN US","4.9","10.63"" x 6.73"" x 2.20""","Large standard-size","1.1 lbs"
"B0C9X1HX11","3 Pack Combination Photoelectric Smoke and Carbon Monoxide Alarm Detector with Digital Display; Battery-Operated Smoke Carbon Monoxide Alarm","JNHCD","Tools & Home Improvement","$51,595.02","1,098","$46.99","$10.59","$36.40","33,775","14","6","2","06/30/2023","Szyxfjdaz","4.6","5.55"" x 4.69"" x 4.69""","Large standard-size","0.23 lbs"
"B0CLY3NN11","3 Pack Women's Sleeveless Shirts  Loose Fit Tank Tops Casual Summer T Shirts Crew Neck Tunic Tops Ladies Flowy Tee","Riyiper","Clothing, Shoes & Jewelry","$161,453.06","4,894","$32.99","$11.42","$21.57","N.A.","34","7","1","10/29/2023","Showtry","4.8","10.12"" x 6.42"" x 2.17""","Large standard-size","1.08 lbs"
"B0B8NXN478","3 Set- Flaming Squirrel Seed Sauce  Cole's FS08  8-Ounce.","Cole's Wild Bird Products","Patio, Lawn & Garden","$23,986.26","774","$30.99","$9.79","$21.20","5,510","12","3","12","08/03/2022","julestreasures","4.2","7.00"" x 2.40"" x 2.40""","Large standard-size","1.5 lbs"
"B0C2GMVBD7","30 Inch Deep Wave Lace Front Wigs Human Hair Wigs for Black Women 180% Density HD Transparent 13×4 Lace Front Glueless Wigs Human Hair Pre Plucked with Baby Hair Deep Curly Lace Frontal Wigs Human Hair Natural Hairline","Jewhaut","Beauty & Personal Care","$218,391.60","840","$259.99","$42.77","$217.22","20,942","5","7","1","04/07/2022","Amazon","3.3","9.06"" x 3.78"" x 3.19""","Large standard-size","10.55 lbs"
"B0BKRMBK71","30 Pieces Plastic Drop Sheets for Painting  Waterproof and Dust-Proof Clear Cloth for Furniture Cover  9x12 Feet Tarps","Cedolio","Tools & Home Improvement","$80,850.42","1,758","$45.99","$13.63","$32.36","6,699","16","6","1","03/22/2022","Amazon Warehouse","4","16.34"" x 10.83"" x 3.66""","Large standard-size","4.27 lbs"
"B0BPWZRNQ7","310 Nutrition - All In One Meal Replacement Shake - Fiber Rich Vegan Superfood Blend - Natural Sweeteners - Low Carb Shake  Keto & Paleo Friendly - Gluten Free - (Cookies N' Cream  28 Servings)","310 Nutrition","Health & Household","$157,662.48","1,752","$74.99","$19.29","$55.70","12,419","10","6","2","04/17/2023","Amazon","4.15","11.77"" x 9.84"" x 2.48""","Large standard-size","1.92 lbs"
"B0CKWS5ZNM","32 Degrees Men's Lightweight Recycled Poly-Fill Packable Jacket | Zippered Pockets | Layering | Water Repellent","32º DEGREES","Clothing, Shoes & Jewelry","$32,890.60","940","$34.99","$13.83","$21.16","32,170","39","6","1","10/10/2023","32Degrees","4.5","17.60"" x 10.16"" x 4.88""","Large standard-size","1.03 lbs"
"B0CLJJQ9DF","32 Degrees Women's 2-Pack Cool Flowy Bra Camis | with Built-in Cups | Relaxed Fit | Adjustable Spaghetti Strap  Black/Lilac  X-Large","32º DEGREES","Clothing, Shoes & Jewelry","$47,889.00","1,878","$25.50","$8.56","$16.95","1,137,631","1","5","3","10/18/2023","The Heartland Company","4","10.80"" x 2.50"" x 1.50""","Large standard-size","5.61 lbs"
"B0CQX95CSH","32 oz Stainless Steel Tumbler with Handle and Straw  Vacuum Insulated Water Bottle with 2-in-1 Lid (Chug Lid/Straw Lid) and Silicone Boot  Cupholder Friendly Gifts for Women and Men","Gedux","Kitchen & Dining","$101,724.86","3,914","$25.99","$9.69","$16.30","N.A.","28","7","1","11/19/2023","YHC Group","4.7","12.64"" x 3.78"" x 3.78""","Large standard-size","0.67 kg"
"B0CK2NJ1V5","34"" Tall Cat Scratching Post Heavy Duty and Thicker Cat Scratching Post Sisal Rope with Hanging Ball and Mice Vertical Scratcher for Indoor Cats and Adult(Grey)","Ahomdoo","Pet Supplies","$27,124.02","798","$33.99","$12.73","$21.26","5,112","38","7","1","11/22/2023","ahomdoo","4.4","4.30"" x 2.60"" x 1.70""","Large standard-size","7.96 lbs"
"B0CC1L4WKL","365 DAYS Sauna Suit for Women Weight Loss Sauna Jacket Pants Workout Fitness Sweat Suits for Women","365 DAYS","Sports & Outdoors","$30,512.37","763","$39.99","$13.33","$26.66","7,017","14.142857142857142","6","1","07/16/2023","Amazon","4.514285714285714","14.41"" x 10.75"" x 2.60""","Large standard-size","0.87 kg"
"B0CNKTT2VS","3D Multi-Angle Aluminum Alloy Woodworking Square Ruler  22.5-90 Degree Protractor  High Precision Miter Triangle Ruler for Engineers  Carpenters  and Craftsmen","ViewReal","Tools & Home Improvement","$22,101.75","855","$25.85","$7.65","$18.20","N.A.","26","7","1","09/07/2023","ViewReal US","4.3","7.48"" x 5.59"" x 1.06""","Large standard-size","6.38 lbs"
