ASIN,Product Name,Brand,Category,Est. Monthly Revenue,Est. Monthly Sales,Price,Fees,Net,Rank,Reviews,LQS,Sellers,Date First Available,Buy Box Owner,Rating,Dimensions,Product Tier,Weight
"B082KSQY1Z","100% Linen Cocktails Napkins with Hemstitched 18x18 inch White  Wedding Napkins  Dinner Napkin Fabric Cloth Napkins  Cotton Napkins Mitered Corners 100% Linen Napkin Set of 6","Bedding Craft","Kitchen & Dining","$22,022.82","918","$23.99","$7.37","$16.62","10,164","42","6","1","11/11/2020","Amazon","4","10.00"" x 5.00"" x 2.00""","Large standard-size","0.6261 lbs"
"B00FLRKXYA","100% Merino Wool Balaclava","Minus33 Merino Wool","Clothing, Shoes & Jewelry","$29,602.61","1,139","$25.99","$10.23","$15.76","39,141","2","5","2","08/07/2005","Minus33 Merino Wool FBA","5","1.00"" x 1.00"" x 1.00""","Large standard-size","1 lbs"
"B08KC1Z46Z","100% Strata 2 Sand Motocross & Mountain Bike Goggles - MX and MTB Racing Protective Eyewear","100%","Automotive","$18,902.29","757","$24.97","$6.54","$18.43","4,769","9","6","30","09/27/2020","Amazon","4.8","9.93"" x 4.74"" x 3.99""","Large standard-size","0.2866 lbs"
"B0CTCPB56L","100Pack 10ml Plastic Syringe with 18Ga Disposable Measuring Tool  Individually Wrapped","HaBeuniver","Industrial & Scientific","$40,838.46","1,277","$31.98","$8.98","$23.00","2,930","13","5","1","04/12/2022","Amazon","4.6","3.94"" x 0.79"" x 0.01""","Large standard-size","1.98 lbs"
"B0BQJ3WG2J","10A Straight Bundles with Closure Human Hair(20 22 24+18) Brazilian Human Hair Bundles with Closure 100% Unprocessed Virgin Quick Weave 3 Human Hair Bundles with 4x4 Free Part HD Lace Closure.","younsolo","Beauty & Personal Care","$189,224.23","1,577","$139.99","$23.14","$116.85","10,922","3","6","1","11/09/2023","Qianya Hair","5","9.29"" x 6.50"" x 2.36""","Large standard-size","1.03 lbs"
"B0CNR6H53Q","10Pack Christmas Candy Cane Lights Outdoor Decorations Solar LED Pathway Markers Lights with Snowman for Walkway Driveway Lawn Yard Garden Home Indoor Xmas Decor 2-in-1 Rechargeable Solar Power","ALIGHTER","Tools & Home Improvement","$99,619.67","3,833","$25.99","$9.69","$16.30","2,237","1","6","1","08/24/2023","N.A.","5","15.47"" x 5.47"" x 4.69""","Large standard-size","1.72 lbs"
"B0BGL4N9LZ","12 Inches Football Paper Lanterns Football Hanging Decoration Sports Ball Lantern for Birthday Baby Shower Sports Party Supply (24 Pieces)","Mudder","Tools & Home Improvement","$31,521.31","769","$40.99","$11.94","$29.05","N.A.","2","7","1","10/31/2022","Amazon","5","13.77"" x 9.84"" x 1.57""","Large standard-size","2.12 lbs"
"B0CSXX8D6V","12 Pack Beeswax Taper Candles [100% Natural Pure][8-9 Hours Long Burn] Candlesticks Beeswax Candles Dripless Tall Tapered Candles Stick Bees Wax Candles Beeswax Candles Taper Long Candles Bulk","Ashlux","Home & Kitchen","$62,510.85","1,815","$33.84","$9.49","$24.35","N.A.","8","7","1","01/21/2024","Mingxi1","3.8","0.88"" x 0.88"" x 8.00""","Large standard-size","1.39 lbs"
"B0CGHZK7RN","12 Pack Drawer Organizers for Clothing  116 Large Compartments Fabric Dresser Closet Organizers and Storage Bins for Baby Clothing  Women Men Underwear Socks  Bra  Ties  College Dorm Room Essentials","Criusia","Home & Kitchen","$133,344.90","3,510","$37.99","$9.24","$28.75","157,641","28","7","1","10/13/2023","Criusia Home","4.7","11.80"" x 11.80"" x 4.00""","Large standard-size","2.82 lbs"
"B0CQYCH1LH","12 Packs Cat Water Fountain Filters for Ultra Silent Cat Fountain 67oz/2L with LED Night Light  Triple Filtration System Activated Carbon Filter with Pre-Filter Sponges for Pet Water Fountain","EZMioo","Pet Supplies","$19,817.07","793","$24.99","$7.52","$17.47","N.A.","22","6","1","01/01/2024","XinFuStore","4.9","8.46"" x 5.67"" x 4.41""","Large standard-size","11.68 lbs"
"B0CKVV6ZN6","12-Pack A19 LED Light Bulb 100 Watt Equivalent  14W 1600LM Non-Dimmable Bright Light Bulbs  2700K Warm White Standard E26 Base LED Bulbs for Kitchen Bathroom Home Lighting Lamp  90+ High CRI","Kondras","Industrial & Scientific","$26,261.27","973","$26.99","$7.59","$19.40","N.A.","16","7","1","10/10/2023","YeFeng USA","4.6","2.36"" x 2.36"" x 4.75""","Large standard-size","1.6 lbs"
"B0CQL1KZPH","12-Pack A19 LED Light Bulbs  100W Equivalent Bulbs  11W 5000K Daylight White LED Bulb with Standard E26 Base  Super Bright 1400 Lumens  CRI85+  No Flicker Non-Dimmable Bulb for Lamps and Home Lighting","VerRon","Industrial & Scientific","$25,964.38","962","$26.99","$9.84","$17.15","N.A.","45","7","30","08/29/2023","VerRon Official","4.6","8.90"" x 7.01"" x 4.69""","Large standard-size","1.43 lbs"
"B072C4DFWK","12.125"" x 50ft Roll of Oracal 651 Pastel Orange Craft Vinyl - On a 2.5"" Core - Adhesive Vinyl for Cricut  Silhouette  and Cameo Cutters - Gloss Finish - Outdoor and Permanent","ORACAL","Arts, Crafts & Sewing","$240,615.03","5,597","$42.99","$12.24","$30.75","324","1","7","1","05/22/2017","Amazon","5","12.28"" x 3.70"" x 3.50""","Large standard-size","2.85 lbs"
"B09SJ37W6M","120 Classy Light Blue Thank You Cards Bulk- professional Thank U Greeting Notes  Blank Inside with matching Brown Kraft Envelopes & Stickers Perfect for Wedding  Business Graduation & Much More.","CMM Collections","Office Products","$49,744.86","1,914","$25.99","$10.63","$15.36","N.A.","4","7","1","08/28/2023","CMM Collections","4","9.61"" x 7.05"" x 4.02""","Large standard-size","4.51 lbs"
"B0C77PWCM2","120 Sets Tea Party Decorations 6.5oz Floral Paper Tea Cups with Handle and Plates Disposable Blossom Teacups and Saucers Sets with Tape for Hot Cold Drink Birthday (Vintage Style)","Umigy","Health & Household","$54,164.95","1,505","$35.99","$11.83","$24.16","18,212","25.333333333333332","7","2","06/05/2023","Amazon","4.166666666666667","2.04"" x 2.04"" x 2.04""","Large standard-size","3.06 lbs"
"B0CR6BMR83","12A Human Hair Bundles 18 20 22 24 Inch Body Wave Bundles Human Hair 100% Unprocessed Brazilian Virgin Hair Weave Bundles Human Hair Body Wave 4 Bundles Deals Real Human Hair Extensions Natural Black","Biuteew","Beauty & Personal Care","$162,877.47","1,253","$129.99","$23.04","$106.95","N.A.","42","6","1","02/10/2024","Yuzhou Shanglisi Arts and Crafts Co., Ltd.","5","8.00"" x 6.00"" x 2.00""","Large standard-size","3.2 lbs"
"B0CN13PXXB","13.7"" Cardboard Number for Charcuterie Birthday Party and Anniversary Fillable Paper Mache Chocolate Candy(White  1)","Mifoci","Home & Kitchen","$33,436.62","1,338","$23.99","$7.52","$16.47","33,284","9","7","1","08/02/2023","flowwil","4.8","12.21"" x 10.24"" x 1.58""","Large standard-size","10.8 lbs"
"B0CJ99HXJJ","131A Toner Cartridges 4 Pack: 131X M251nw M276nw Compatible Replacement for HP Laserjet Pro 200 Color MFP M276nw M251nw Printer Ink for HP 131A 131X CF210X(A) CF211A CF212A CF213A (4 Pack)","inkalfa","Office Products","$113,350.57","1,643","$68.99","$17.38","$51.61","2,955","16","6","4","09/17/2023","Actoner","4.8","12.60"" x 3.94"" x 3.54""","Large standard-size","5.54 lbs"
"B0CVQWQYWF","13x6 Lace Front Wigs Human Hair Body Wave Lace Frontal Wigs Human Hair Wigs for Black Women 180% Density Glueless Wigs Human Hair Pre Plucked Hairline with Baby Hair 20- Inch","RUI MEI SI","Beauty & Personal Care","$1,270,644.99","11,701","$92.49","$15.62","$76.87","N.A.","27","6","1","03/12/2021","Amazon","4","8.35"" x 4.25"" x 2.56""","Large standard-size","9.59 lbs"
"B0768Q5M1H","14K Solid Yellow Gold 0.9 MM Italian Diamond Cut Box Chain Lightweight Strong Necklace with Lobster Claw Clasp - FREE Extra 925 Extension (0.9 MM 22 Inches 14K Yellow Gold 22"")","Italian Fashions","Clothing, Shoes & Jewelry","$134,520.00","1,140","$118.00","$23.60","$94.40","23,083","5","6","1","07/05/2018","Pro Balance","4.2","3.30"" x 2.30"" x 1.10""","Large standard-size","0.64 lbs"
"B0CR14C52L","150 Softgels AREDS 2 Eye Vitamin & Mineral Supplement  Enhance Vision Supplements  Contains Lutein  Vitamin C  Zeaxanthin  Zinc & Vitamin E","Generic","Health & Household","$28,375.13","887","$31.99","$8.34","$23.65","22,694","1","5","1","12/26/2023","Preworkoot Bonde","5","4.25"" x 2.48"" x 2.32""","Large standard-size","5.29 lbs"
