ASIN,Product Name,Brand,Category,Est. Monthly Revenue,Est. Monthly Sales,Price,Fees,Net,Rank,Reviews,LQS,Sellers,Date First Available,Buy Box Owner,Rating,Dimensions,Product Tier,Weight
"B0BY36GP4H","'47 MLB Black White MVP Adjustable Hat  Adult One Size Fits All (as1  Alpha  one_Size  Los Angeles Dodgers)","'47","Sports & Outdoors","$48,112.96","1,504","$31.99","$8.34","$23.65","364,939","1","4","2","03/09/2023","Amazon","5","4.00"" x 4.00"" x 3.00""","Large standard-size","3.67 lbs"
"B0BRLD1699","'47 MLB Black White Primary Logo Clean Up Adjustable Strap Hat Cap  Adult One Size Fits All (Boston Red Sox)","'47","Sports & Outdoors","$82,576.40","2,360","$34.99","$8.79","$26.20","203,920","4","5","2","01/02/2023","Amazon","5","7.56"" x 7.52"" x 3.54""","Large standard-size","3.21 lbs"
"B0BRRS8ZRM","'47 MLB Black White Primary Logo Clean Up Adjustable Strap Hat Cap  Adult One Size Fits All (Chicago White Sox)","'47","Sports & Outdoors","$105,162.57","2,843","$36.99","$9.09","$27.90","192,348","2","5","1","01/04/2023","Amazon","5","7.72"" x 7.64"" x 3.03""","Large standard-size","3.21 lbs"
"B0BSMSVMKW","'47 MLB Black White Primary Logo Clean Up Adjustable Strap Hat Cap  Adult One Size Fits All (Detroit Tigers)","'47","Sports & Outdoors","$98,910.90","2,910","$33.99","$8.64","$25.35","1,209","14","5","4","01/17/2023","FanTimes","4","4.00"" x 4.00"" x 2.00""","Large standard-size","3.21 lbs"
"B0BSK4NG12","'47 MLB Black White Primary Logo Clean Up Adjustable Strap Hat Cap  Adult One Size Fits All (St Louis Cardinals)","'47","Sports & Outdoors","$85,669.22","2,678","$31.99","$8.34","$23.65","196,197","21","5","2","01/16/2023","Amazon","4.5","8.35"" x 7.80"" x 2.68""","Large standard-size","2.89 lbs"
"B0BSLR8LHQ","'47 MLB Black White Primary Logo Clean Up Adjustable Strap Hat Cap  Adult One Size Fits All (Toronto Blue Jays)","'47","Sports & Outdoors","$105,606.45","2,855","$36.99","$9.09","$27.90","1,209","2","5","4","01/17/2023","FanTimes","5","4.00"" x 4.00"" x 2.00""","Large standard-size","2.89 lbs"
"B0BSG5PJJ8","'47 MLB Black/Black Clean Up Adjustable Hat Cap  Adult One Size (Philadelphia Phillies)","'47","Sports & Outdoors","$474,644.70","12,863","$36.90","$9.08","$27.83","99","6","4","2","01/15/2023","FanTimes","5","4.00"" x 4.00"" x 2.00""","Large standard-size","3.84 lbs"
"B0BSMDG5FJ","'47 MLB Khaki Clean Up Adjustable Baseball Dad Hat Cap  Adult One Size (Miami Marlins)","'47","Sports & Outdoors","$30,710.40","960","$31.99","$8.34","$23.65","253,047","5","4","2","01/17/2023","Sports Guaranteed","4.2","4.00"" x 4.00"" x 2.00""","Large standard-size","3.21 lbs"
"B0BSG6S9VL","'47 MLB Khaki Clean Up Adjustable Baseball Dad Hat Cap  Adult One Size (Philadelphia Phillies)","'47","Sports & Outdoors","$24,390.24","816","$29.89","$8.02","$21.87","36,855","16","4","4","01/15/2023","FanWear","5","4.00"" x 4.00"" x 2.00""","Large standard-size","3.21 lbs"
"B0BRLDM4MK","'47 MLB Moss Clean Up Adjustable Hat Cap  Adult One Size (Boston Red Sox Moss)","'47","Sports & Outdoors","$31,515.48","852","$36.99","$9.09","$27.90","53,737","13","4","2","01/02/2023","FanWear","4.3","4.00"" x 4.00"" x 2.00""","Large standard-size","3.53 lbs"
"B0BRJYBRHF","'47 MLB Moss Clean Up Adjustable Hat Cap  Adult One Size (Chicago Cubs Moss)","'47","Sports & Outdoors","$26,995.39","893","$30.23","$8.07","$22.16","167,743","11","4","3","01/01/2023","M Emporium","4.1","4.00"" x 4.00"" x 2.00""","Large standard-size","3.21 lbs"
"B0BRDFBXKY","'47 MLB Moss Clean Up Adjustable Hat Cap  Adult One Size (Los Angeles Angels Moss)","47","Sports & Outdoors","$109,891.41","2,787","$39.43","$9.45","$29.98","308,230","6","6","1","12/29/2022","Amazon","4.8","6.81cm x 19.99cm x 21.89cm","Large standard-size","3.21 lbs"
"B0BSG74BP8","'47 MLB Moss Clean Up Adjustable Hat Cap  Adult One Size (San Francisco Giants Moss)","'47","Sports & Outdoors","$99,577.08","2,692","$36.99","$9.09","$27.90","1,209","16","4","2","01/15/2023","FanTimes","4.8","4.00"" x 4.00"" x 2.00""","Large standard-size","3.21 lbs"
"B0BRNXN935","'47 MLB Moss Pink Clean Up Adjustable Hat Cap  Adult One Size (Boston Red Sox Moss Pink)","'47","Sports & Outdoors","$87,296.40","2,360","$36.99","$9.09","$27.90","180,236","8","4","3","01/03/2023","FanTimes","4.5","8.46"" x 7.01"" x 2.44""","Large standard-size","3.21 lbs"
"B0BWBX4NZ2","'47 MLB Navy Pink Clean Up Adjustable Hat Cap  Adult One Size (New York Yankees)","'47","Sports & Outdoors","$86,221.25","2,875","$29.99","$8.04","$21.95","1,209","17","4","2","02/19/2023","FanWear","4.5","4.00"" x 4.00"" x 2.00""","Large standard-size","3.21 lbs"
"B09C2M47RR","'47 MLB New York Yankees Ball Park Clean Up Adjustable Hat  Adult One Size Fits All (New York Yankees Green Pink)","'47","Sports & Outdoors","$363,118.92","12,108","$29.99","$8.04","$21.95","229,669","33","5","2","01/05/2021","FanTimes","4.7","4.00"" x 4.00"" x 1.00""","Large standard-size","3.21 lbs"
"B093X96J2X","'47 MLB New York Yankees Ball Park Clean Up Adjustable Hat  Adult One Size Fits All (New York Yankees Moss Blue)","'47","Sports & Outdoors","$491,032.40","12,956","$37.90","$9.23","$28.67","95","16","5","1","01/05/2021","Amazon","4.5","4.00"" x 4.00"" x 1.00""","Large standard-size","3.32 lbs"
"B0BQWZTT9C","'47 MLB New York Yankees Brand Clean Up Adjustable Cap  One Size  Muave","'47","Sports & Outdoors","$445,179.80","13,171","$33.80","$8.61","$25.19","75","17","4","4","12/21/2022","Amazin Group","4.4","7.64"" x 7.52"" x 2.83""","Large standard-size","3.53 lbs"
"B08TL63WVH","'47 MLB New York Yankees Clean Up Adjustable Hat  Adult (New York Yankees Black White Gray Outline)","'47","Sports & Outdoors","$384,981.63","12,837","$29.99","$8.04","$21.95","83","7","4","2","01/12/2021","FanTimes","4.2","4.00"" x 4.00"" x 1.00""","Large standard-size","3.21 lbs"
"B0BS5JWLQN","'47 MLB Rose Pink Primary Logo Clean Up Adjustable Strap Hat Cap  Adult One Size Fits All (Los Angeles Dodgers)","'47","Sports & Outdoors","$35,436.42","958","$36.99","$9.09","$27.90","262,824","7","4","1","01/10/2023","Amazon","5","4.00"" x 4.00"" x 1.00""","Large standard-size","3.21 lbs"
"B0BRQVR2QF","'47 MLB Script Logo Clean Up Adjustable Hat Cap  Adult One Size (Chicago White Sox Black)","'47","Sports & Outdoors","$105,754.41","2,859","$36.99","$9.09","$27.90","643,627","1","4","1","01/07/2023","Amazon","5","9.76"" x 8.31"" x 3.19""","Large standard-size","3.53 lbs"
"B0BXMNZRHY","'47 MLB Trawler Cooperstown Mesh Clean Up Adjustable Hat  Adult One Size Fits All (as1  Alpha  one_Size  Montreal Expos)","'47","Sports & Outdoors","$26,274.27","773","$33.99","$8.64","$25.35","5,686","20","5","3","03/05/2023","FanWear","4","4.00"" x 4.00"" x 3.00""","Large standard-size","2.4 lbs"
"B0CVLGS49F","'47 MLB White/White Primary Logo Clean Up Adjustable Strap Hat Cap  Adult One Size Fits All","'47","Sports & Outdoors","$249,304.62","7,128","$35.22","$9.09","$26.13","N.A.","27.75","4","1","02/12/2024","FanTimes","4.725","4.00"" x 4.00"" x 2.00""","Large standard-size","4 lbs"
"B0BRQWCYJB","'47 MLB White/White Primary Logo Clean Up Adjustable Strap Hat Cap  Adult One Size Fits All (Chicago White Sox)","'47","Sports & Outdoors","$80,973.00","2,700","$29.99","$8.04","$21.95","1,209","3","5","1","01/07/2023","Amazon","4.4","4.00"" x 4.00"" x 2.00""","Large standard-size","3.21 lbs"
"B0BSVL3N11","'47 MLB White/White Primary Logo Clean Up Adjustable Strap Hat Cap  Adult One Size Fits All (Colorado Rockies)","'47","Sports & Outdoors","$91,559.47","3,053","$29.99","$8.04","$21.95","1,209","5","5","2","01/22/2023","FanWear","3.9","4.00"" x 4.00"" x 2.00""","Large standard-size","3.21 lbs"
"B09G3KPBWT","'47 NCAA Trawler Mesh Clean Up Adjustable Hat  Adult One Size Fits All (North Carolina Tar Heels Blue)","'47","Sports & Outdoors","$29,813.94","806","$36.99","$9.09","$27.90","5,596","8","4","3","01/05/2021","FanTimes","3.4","4.00"" x 4.00"" x 1.00""","Large standard-size","2.89 lbs"
"B09VCV8NG9","'47 New York Yankees Ballpark Clean Up Dad Hat Baseball Cap - Black/Blue Bottom  One Size","'47","Sports & Outdoors","$375,475.30","9,907","$37.90","$9.23","$28.67","68,915","42","5","2","03/08/2022","FanTimes","4.9","8.46"" x 7.01"" x 3.54""","Large standard-size","3.53 lbs"
"B09VCX96P1","'47 New York Yankees Ballpark Clean Up Dad Hat Baseball Cap - Navy/Pink Bottom  Navy  White  Pink","'47","Sports & Outdoors","$306,431.84","9,988","$30.68","$8.14","$22.54","114,367","30","5","6","01/05/2021","BK Dept.","4.5","4.00"" x 4.00"" x 1.00""","Large standard-size","2.4 lbs"
"B0B88VSJSW","'47 New York Yankees MLB Brand Clean Up Adjustable  Dark Green  One Size","'47","Sports & Outdoors","$426,598.00","12,547","$34.00","$8.64","$25.36","123","8","5","3","07/31/2022","BK Dept.","5","8.00"" x 6.00"" x 1.30""","Large standard-size","3.21 lbs"
"B0B52B2F5Z","'MLB Men's Distressed Imprint Match Team Color Primary Logo Word Mark T-Shirt (Houston Astros Navy  Medium)","'47","Sports & Outdoors","$35,282.00","920","$38.35","$10.74","$27.61","548,223","5","4","4","06/23/2022","Genie Outlet","4.5","14.29"" x 9.41"" x 2.68""","Large standard-size","5.29 lbs"
"B0B52BL7PZ","'MLB Men's Distressed Imprint Match Team Color Primary Logo Word Mark T-Shirt (Houston Astros Navy  Small)","'47","Sports & Outdoors","$31,924.38","942","$33.89","$9.03","$24.86","701,573","4","4","5","06/23/2022","FanTimes","5","10.16"" x 7.60"" x 0.51""","Small standard-size","5.57 lbs"
"B0CMSMNWF9","(2 Bottles) Testosterone Booster Gummies | Superior 8-in-1 Complex | Maca  Ashwagandha  L-Arginine  Tribulus & More | Male Enhancement Test Booster for Men | Energy and Performance Enhancer | 120ct.","NATIVE OASIS","Health & Household","$60,800.67","2,433","$24.99","$8.27","$16.72","8,826","12","7","1","11/29/2023","NATIVE OASIS","5","5.00"" x 4.49"" x 2.40""","Large standard-size","13.93 lbs"
"B0CS2PP93G","(2 Pack) Biofuel Keto ACV Gummies  Biofuel Keto ACV Gummies Advanced Weight Loss  Bio Fuel Keto + ACV Apple Cider Vinegar Extra Strength 1000MG Vitamin Folate Supplement (120 Gummies)","Fyvus","Health & Household","$84,685.80","1,884","$44.95","$10.28","$34.67","36,613","5","7","2","01/08/2024","Dolus Trading","3.8","3.00"" x 6.00"" x 5.00""","Large standard-size","3 lbs"
"B09L44KPMK","(2 Pack) Else Nutrition Kids Organic complete nutrition Shake Powder  Plant-Based  Less Sugar  Clean  Complete Childrens’ Nutritional Drink Mix  Whey-free  Soy-free  Dairy-Free  16 oz  Chocolate and Vanilla","ELSE NUTRITION","Health & Household","$34,277.10","858","$39.95","$11.78","$28.17","27,113","31","7","1","09/17/2021","Amazon","3.9","10.75"" x 6.10"" x 5.60""","Large standard-size","1 lbs"
"B0CS31N89M","(2 Pack) Pure Slim Keto ACV Gummies  Pure Slim Keto ACV Gummies Advanced  Pureslim Keto + ACV Apple Cider Vinegar Supplement 1000MG  Keto Pure Slim Vitamin (120 Gummies)","Fyvus","Health & Household","$99,400.50","1,990","$49.95","$11.03","$38.92","65,224","17","7","2","01/08/2024","Dolus Trading","3.1","6.77"" x 4.69"" x 2.48""","Large standard-size","3 lbs"
"B0CS2ZDLTK","(2 Pack) Pure Slim Keto ACV Gummies  Pure Slim Keto+ACV Advanced Weight Loss 1000 MG  PureSlim ACV+Keto Gummy Supplement Formulated Apple Cider Vinegar  Pure Slim Keto Supplement Gummies (120 Gummies)","Titan Labs","Health & Household","$48,101.85","963","$49.95","$12.01","$37.94","97,162","7","7","2","01/10/2024","Value Health Market","2.7","3.00"" x 6.00"" x 5.00""","Large standard-size","15.2 lbs"
"B0CSJRLDWF","(2 Packs) Hemp Gummies High Potency - Pure Extra Strength Organic Hemp Oil Gummies - 100% Natural Bear Hemp Gummy for Adults - 160 Edibles Gummies","RiRywony Health","Health & Household","$32,580.36","1,164","$27.99","$8.72","$19.27","13,125","3","7","2","01/16/2024","RiRywony Healthy","5","4.72"" x 4.33"" x 2.36""","Large standard-size","12.31 lbs"
"B07F46P8KQ","(3 Pack) Lion Brand Yarn 860-158I Vanna's Choice Yarn  Mustard","Lion Brand Yarn","Arts, Crafts & Sewing","$16,725.00","750","$22.30","$7.12","$15.19","5,859","14","4","1","06/28/2018","Amazon","4.2","3.66"" x 9.33"" x 12.28""","Large standard-size","0.7165 lbs"
"B0CM29X419","(3 Pack) Puravive Weight Health Pills  Puravive Exotic Rice Capsules Reviews  Purevive Weight Support BAT Levels  Pura Vive Detox & Cleanse  All-Natural Easy To Swallow Formula (180 Capsules)","rize labs","Health & Household","$38,411.55","769","$49.95","$11.26","$38.69","39,566","17","6","2","10/28/2023","Rize Labs","3.5","6.26"" x 5.75"" x 2.05""","Large standard-size","6.74 lbs"
"B0CVFGJ8LD","(3 Pack) Pure Slim Keto Acv Gummies - Official Formula - Pureslim Keto Gummies  Pure Slim Keto Plus Acv Gummy 500mg  Pure Slim Keto+Acv Gummies Advanced Ketosis Formula Pureslim Apple (180 Gummies)","Healthly","Health & Household","$72,968.10","1,638","$44.95","$12.53","$32.42","N.A.","1.5","6","2","01/15/2024","Nutrazen Shop","5","6.00"" x 4.00"" x 2.00""","Large standard-size","4 lbs"
"B0CLM676X9","(Official 5 Pack) Boostaro Pills - Boostero - Boostaro Supplement Capsules Extra Strength Formula Boostaroo Formula  Boostaro with Advanced Formula Ingredients Maximum Strength Formula (300 Capsules)","Max-Bio","Health & Household","$90,749.74","1,513","$59.98","$12.77","$47.21","22,144","28","6","3","05/30/2023","Star Dst","3","8.39"" x 6.34"" x 2.24""","Large standard-size","11.99 lbs"
"B0C66MWSTN","(Set of 6 Seed Paper Handmade Wild Flower Seed Thank You Cards Great for Funeral Thank You Cards  Bridal Shower Thank You Cards  Baptism Thank You Cards Bridesmaid Thank You Card","Seed Bloom","Arts, Crafts & Sewing","$42,238.00","1,724","$24.50","$6.60","$17.91","2,119","32","7","2","06/23/2021","Amazon","4.5","5.75"" x 4.45"" x 0.59""","Small standard-size","2.08 lbs"
"B08TWQR2XP","052 Toner Cartridge Compatible Replacement for Canon 052 052H Toner Cartridge for Canon imageCLASS MF424dw MF426dw MF429dw LBP215dw LBP214dw Printer (Black  2-Pack)","VICTONER","Office Products","$75,270.59","941","$79.99","$17.79","$62.20","109,761","29","6","4","01/24/2021","Amazon","3.9","12.60"" x 7.40"" x 3.90""","Large standard-size","2.7 lbs"
"B08CHDLMGS","1 Pack 3 Blankets Fluffy Premium Fleece Pet Blanket Soft Sherpa Throw for Dog Puppy Cat Black Large (41""x31"")","Luciphia","Pet Supplies","$131,356.20","4,380","$29.99","$10.93","$19.06","2,053","35","6","1","08/14/2022","Amazon","4.5","12.13"" x 8.15"" x 4.88""","Large standard-size","1 lbs"
"B0CTST66LQ","1.5 in Thermal Brush  10 Temps LCD Display Up to 410°F Curling Brush Curling Iron Heated Curling Brush  Double PTC Ceramic Tourmaline Ionic Volumizing Brush  110-240V Curling Comb Travel Curling Iron","Yitrust","Beauty & Personal Care","$33,351.66","834","$39.99","$10.52","$29.47","N.A.","1","7","1","01/04/2024","foshanshi shemeishi zhinengdianqi youxiangongsi","4","2.00"" x 1.00"" x 1.00""","Large standard-size","14.39 lbs"
"B01M8QT477","1/0 Gauge 1/0 AWG 10 Feet Black Welding Battery Pure Copper Flexible Cable + 10pcs of 3/8"" Tinned Copper Cable Lug Terminal Connectors + 3 Feet Black Heat Shrink Tubing","WindyNation","Automotive","$49,537.80","870","$55.34","$13.56","$41.78","4,093","23.91304347826087","6","2","11/01/2016","WindyNation","4.673913043478261","8.74"" x 8.50"" x 3.11""","Large standard-size","4.2 lbs"
"B017GB46RS","1/0 Gauge 1/0 AWG 10 Feet Black Welding Battery Pure Copper Flexible Cable Wire - Car  Inverter  RV  Solar","WindyNation","Automotive","$188,133.90","3,774","$49.85","$12.41","$37.44","432","30.333333333333332","5","2","01/17/2017","WindyNation","4.666666666666667","7.09"" x 6.89"" x 1.73""","Large standard-size","3.73 lbs"
"B0C28Q3Z15","10 Inch Minimalistic Floating Shelf Brackets  Heavy Duty Hidden Bracket for Small Shelf  Kitchen Shelf  Black Powder Coated Steel  6-Pack","NEODROP","Tools & Home Improvement","$32,868.57","843","$36.99","$13.18","$23.81","11,528","39","6","1","04/11/2023","Amazon","4.6","10.00"" x 2.00"" x 2.00""","Large standard-size","6.6 lbs"
"B0CQ7G3S98","10 Inch Shower Faucet Set  Rainfall Shower System with High Pressure Handheld Shower Head and Square Fixed Shower Head Spray Wall Mounted Rainfall Shower Fixtures Polished Chrome","Baetuy","Tools & Home Improvement","$88,594.41","879","$157.00","$23.35","$133.65","6,544","9.125","7","1","07/23/2023","Houzun Electronics","4.725","16.34"" x 5.79"" x 12.75""","Large standard-size","9.37 lbs"
"B0CB7ZBPQP","10 Pack Colored Mesh Zipper Pouch Bags  Double-Layer Nylon Puzzle Building Block Sets Toy Storage & Organization  Breathable See Through A4 Zipper Pouch with Handle for School Office Games","TrueLux","Home & Kitchen","$27,440.85","915","$29.99","$9.02","$20.97","21,659","23","7","1","07/05/2023","Amazon","4.8","13.70"" x 9.80"" x 1.00""","Large standard-size","13.4 lbs"
"B0CLKNSHJM","10 Pack Fruit Storage Containers for Fridge with Removable Colanders - Food Storage Containers with Lids  BPA-Free Produce Containers Keep Fruits  Vegetables  Berry  Meat Fresh Longer","KEMETHY","Kitchen & Dining","$31,923.13","887","$35.99","$12.13","$23.86","7,429","25","7","1","01/02/2024","KEMETHY","4.8","10.62"" x 8.99"" x 5.31""","Large standard-size","4.97 lbs"
"B0BWXHG2KG","10 Packs Cotton Boys Underwear Size 6 High Waist Training Underwear Double Absorption Toddler Potty Training Pants Reusable Potty Training Underwear For Boys 6T","EZ Moms","Baby","$29,781.39","961","$30.99","$9.17","$21.82","5,042","49.1","7","1","02/26/2023","Amazon","3.9","12.95"" x 9.76"" x 2.52""","Large standard-size","12.3 lbs"
"B0CC21VKRC","10 Packs Rodent Repellent Ball  Mice Rat Repellent  Rodent Repeller for Indoor & Outdoor to Get Rid of Mouse Rat Pest Squirrel Spider  for Attic  Garage  RV  Camper","RibRave","Health & Household","$38,665.45","1,291","$29.95","$8.26","$21.69","109,057","7","7","2","07/16/2023","SOMEHAN INC","2.6","7.99"" x 6.26"" x 2.36""","Large standard-size","9.91 lbs"
"B0CBYYPSJ1","10 Pieces 1"" Pex Ball Valve Hot and Cold  24-2-5&6=10X (10)","XFITTING","Tools & Home Improvement","$68,253.76","1,052","$45.44","$16.46","$28.97","14,323","44.958333333333336","6","2","07/15/2023","XFITTING","4.3","5.00"" x 2.00"" x 1.00""","Large standard-size","4.77 lbs"
"B09MNM4TH8","10"" Premium Leather Toiletry Travel Pouch With Waterproof Lining | King-Size Handcrafted Vintage Dopp - Kit ~ Gift for Father's Day By Aaron Leather Goods","AARON LEATHER GOODS VENDIMIA ESTILO","Beauty & Personal Care","$64,143.96","1,604","$39.99","$11.79","$28.20","11,014","32","6","1","04/30/2022","Amazon","4.9","10.50"" x 5.50"" x 5.50""","Large standard-size","1 lbs"
"B08KS17LCV","10"" x 12"" Rose Gold Satin Gift Bags  Jewelry Bags  Wedding Favor Drawstring Bags Baby Shower Christmas Gift Bags 50 per Pack","Knitial","Health & Household","$60,498.90","1,782","$33.95","$10.88","$23.07","17,350","2.5","5","1","08/04/2023","Knitial","4.3","12.95"" x 11.81"" x 2.17""","Large standard-size","1.88 lbs"
"B0CLVNPQPT","100 Envelopes Challenge Binder Savings Challenge Binder Easy and Funny Way to Save $5 050  A5 Money Saving Budget Binder with Cash Envelopes (Orange)","Bikayalue","Office Products","$27,725.94","1,206","$22.99","$7.04","$15.95","N.A.","33","7","1","10/25/2023","Bikayalue","4.6","9.20"" x 3.20"" x 0.10""","Small standard-size","14 lbs"
"B09YRJNKDY","100 Pack 10ml 18Ga Plastic Syringe with Measurement for Scientific Labs and Industrial Dispensing  Disposable Individually Wrapped (100  10ml-18Ga)","zogsnton","Industrial & Scientific","$84,911.18","2,971","$26.99","$9.22","$17.77","803","18.333333333333332","6","1","04/24/2022","Amazon","4.866666666666666","8.35"" x 8.27"" x 5.79""","Large standard-size","2.01 lbs"
"B0CNW6NHN4","100 Pack 3ml Luer Lock with 23Ga 1.5 Inch Lab Supplies  Individual Package","ZPPMZQR","Industrial & Scientific","$25,910.40","960","$26.99","$8.38","$18.61","N.A.","4","6","1","11/22/2023","ZPPWYR","4.7","7.09"" x 5.67"" x 4.53""","Large standard-size","1.06 lbs"
"B07QF7744S","100% Brisker Cold Weather Motocross & Mountain Bike Gloves","100%","Automotive","$34,008.00","1,308","$28.72","$6.66","$22.06","2,201","5","6","31","10/08/2021","Orbitmarket USA LLC","4.775","12.13"" x 5.24"" x 1.14""","Large standard-size","0.1 kg"
